deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
87910,neo-zuzu-boyle-87910,Neo Zuzu Boyle,84988419,23649,Anime Decks,"[""3395226"",""3395226"",""3395226"",""5908650"",""5908650"",""5908650"",""79514956"",""79514956"",""43268675"",""40502912"",""14763299"",""16021142"",""62895219"",""79757784"",""42029847"",""42029847"",""42029847"",""76990617"",""76990617"",""41767843"",""11493868"",""11493868"",""56433456"",""56433456"",""44256816"",""54977057"",""83764719"",""9113513"",""9113513"",""24094653"",""24094653"",""73628505"",""40450317"",""38120068"",""95286165"",""5318639"",""70899775"",""97077563"",""80551130"",""63804637""]","[""24672164"",""24672164"",""24672164"",""57594700"",""57594700"",""57594700"",""84988419"",""84988419"",""84988419""]","[""41999284"",""94259633"",""24094653"",""51405049"",""51405049""]",1615487905,2 years ago,1665599905,5 months ago,0,Zuzu Boyle's deck updated. Trying to bring the best out of her character deck whilst keeping it in the Arc-V era so no Link monsters.,"<p><img class=""article-img-floatnone"" src=""https://ms.yugipedia.com//6/65/ZuzuBoyle-DULI.png"" alt="""" width=""196"" loading=""lazy"" /></p><p>Polymerimelody, Zuzu Boyle's deck updated. Trying to bring the best out of her character deck whilst keeping it in the Arc-V era so no Link monsters.</p><p>let me know if you've got any ideas to improve it.</p>"
87896,yubel-lord-deck-87896,Yubel Lord deck,31764700,19668,Fun/Casual Decks,"[""31764700"",""4779091"",""78371393"",""78371393"",""78371393"",""50383626"",""50383626"",""1966438"",""1966438"",""1966438"",""14536035"",""86377375"",""86377375"",""86377375"",""28985331"",""83011277"",""83011277"",""83011277"",""81035362"",""81035362"",""10802915"",""10802915"",""10802915"",""1475311"",""1475311"",""1475311"",""53129443"",""53129443"",""53129443"",""72892473"",""83764718"",""48130397"",""48130397"",""48130397"",""59160188"",""59160188"",""59160188"",""27551"",""27551"",""27551""]","[""79864860"",""79864860"",""41209827"",""41209827"",""69946549"",""69946549"",""54757758"",""21858819"",""90590303"",""62709239"",""62709239"",""71384012"",""70369116""]","[""41999284"",""94259633"",""24094653"",""51405049"",""51405049""]",1615487905,2 years ago,,,0,yubel,The fastest way to summon Yubel is to send it to the graveyard and special summon it.
87883,red-archfiend-hero-87883,Red Archfiend HERO,36857073,16711,Fun/Casual Decks,"[""9411399"",""9411399"",""40044918"",""59392529"",""59392529"",""50720316"",""50720316"",""50720316"",""27780618"",""27780618"",""27780618"",""14558127"",""14558127"",""40975574"",""40975574"",""77360173"",""77360173"",""21142671"",""213326"",""213326"",""213326"",""8949584"",""23008320"",""23008320"",""23008320"",""24094653"",""24094653"",""32807846"",""45906428"",""81439173"",""83764718"",""21143940"",""21143940"",""21143940"",""24224830"",""24224830"",""9622164"",""84298614"",""34761841"",""34761841"",""45195443"",""45195443""]","[""29095552"",""40854197"",""22908820"",""58481572"",""59642500"",""97489701"",""36857073"",""9753964"",""80666118"",""80666118"",""80666118"",""66141736"",""66141736"",""63813056"",""58004362""]","[""40044918"",""40044918"",""14124483"",""34761841"",""70368879"",""9622164"",""66141736"",""1948619"",""1948619"",""58004362"",""22061412""]",1615487905,2 years ago,,,0,When you have nothing to in lockdown this is what comes out of crazy mind   I present you the mix of Red Dragon Archfiend and HEROES  Deck is not ,"This strange combo unites strategy of both HERO and Red Dragon Archfiend deck  &nbsp;  So up to user to think of strategy  <a rel=""nofollow"" href=""https://youtu.be/qUKbPSenwy0"">https://youtu.be/qUKbPSenwy0</a>  &nbsp;"
87878,eldlich-numeron-deck-2020-87878,ELDLICH NUMERON deck 2020,95440947,10628,Meta Decks,"[""95440946"",""95440946"",""95440946"",""42352091"",""42352091"",""42352091"",""68829754"",""68829754"",""68829754"",""73628505"",""84731222"",""84731222"",""84731222"",""77402960"",""77402960"",""77402960"",""94224458"",""94224458"",""94224458"",""31434645"",""31434645"",""31434645"",""41418852"",""41418852"",""41418852"",""20612097"",""20612097"",""20612097"",""20590515"",""20590515"",""20590515"",""67007102"",""67007102"",""67007102"",""93191801"",""93191801"",""93191801"",""56984514"",""56984514"",""56984514""]","[""26096328"",""49032236"",""56910167"",""79747096"",""79747096"",""15232745"",""15232745"",""42230449"",""42230449"",""78625448"",""78625448"",""4019153"",""4019153"",""52653092"",""52653092""]","[""27204311"",""27204311"",""27204311"",""91800273"",""52038441"",""94145021"",""94145021"",""14532163"",""14532163"",""14532163"",""48934760"",""73468603"",""12444060"",""98414735"",""40605147""]",1615487905,2 years ago,,,0,Eldlich deck by YGO Lite,<a>https://www.youtube.com/watch?v=DYmypaVGUEE</a>
87873,abc-hybrid-87873,ABC hybrid,70095155,23287,Meta Decks,"[""70095154"",""70095154"",""70095154"",""30012506"",""30012506"",""30012506"",""77411244"",""77411244"",""77411244"",""3405259"",""3405259"",""3405259"",""41628550"",""41628550"",""41628550"",""92300891"",""92300891"",""92300891"",""31768112"",""31768112"",""33904024"",""86780027"",""86780027"",""86780027"",""66399653"",""83764719"",""37630732"",""12580477"",""73628505"",""98045062"",""23171610"",""73915051"",""43898403"",""97077563"",""3819470"",""44095762"",""44095762"",""44095762"",""39778366"",""39778366""]","[""1546123"",""64599569"",""64599569"",""1561110"",""74157028"",""74157028"",""78229193"",""78229193"",""78229193"",""49121795"",""49121795"",""49121795"",""46724542"",""46724542"",""46724542""]","[""29975188"",""29975188"",""1281505"",""1281505"",""20050865"",""20050865"",""9402966"",""9402966"",""9402966"",""494922"",""85528209"",""76471944"",""50065971"",""36953371"",""51452091""]",1615487905,2 years ago,,,0,A ABC deck with cyber dragon and superheavy samurai cards,This is a good union machine deck and cards like blue brawler and karakuri barrel help protecting your life points and twin cyber dragon to attack.
87867,wind-witchcrafters-87867,Wind Witchcrafters,21522601,25064,Non-Meta Decks,"[""71074418"",""21522601"",""84523092"",""84523092"",""58139997"",""21744288"",""21744288"",""21744288"",""95245544"",""95245544"",""64756282"",""64756282"",""43722862"",""43722862"",""43722862"",""71007216"",""71007216"",""70117860"",""57916305"",""57916305"",""57916305"",""83301414"",""83301414"",""83301414"",""70226289"",""70226289"",""70226289"",""83289866"",""83289866"",""56894757"",""10805153"",""19673561"",""73594093"",""35726888"",""35726888"",""11827244"",""1845204"",""94553671"",""94553671"",""94553671""]","[""14577226"",""14577226"",""90036274"",""82044280"",""50954680"",""50954680"",""63519819"",""94977269"",""25793414"",""84433295"",""41999284"",""94259633"",""91336701"",""45819647"",""85289965""]","[""29975188"",""29975188"",""1281505"",""1281505"",""20050865"",""20050865"",""9402966"",""9402966"",""9402966"",""494922"",""85528209"",""76471944"",""50065971"",""36953371"",""51452091""]",1615487905,2 years ago,,,1,Witchcrafters with support from Windwitches,Witchcrafters with support from windwitch engine  Goal is to summon Crystal Wing Synchro dragon and activate the effects of one of your other lower level Witchcrafters to special summon Witchcrafter Genni on your first turn to help add more spells to your hand. You can then special summon Maddame Verre during your opponents main phase leaving you with two powerful negates on the field.
87864,fortune-fairy-87864,Fortune fairy,38033126,23287,Fun/Casual Decks,"[""50930991"",""50930991"",""50930991"",""38033121"",""68078978"",""68078978"",""31683874"",""31683874"",""5298175"",""5298175"",""79890560"",""79890560"",""32305461"",""32305461"",""83035296"",""83035296"",""83035296"",""26376390"",""26376390"",""6311717"",""6311717"",""87769556"",""31461282"",""31461282"",""31461282"",""86780027"",""86780027"",""62472614"",""56747793"",""56747793"",""68462976"",""85852291"",""85852291"",""85852291"",""83764718"",""12580477"",""72302403"",""72302403"",""51452091"",""51452091""]","[""72167543"",""72167543"",""72167543"",""58058134"",""58058134"",""58058134""]","[""29975188"",""29975188"",""1281505"",""1281505"",""20050865"",""20050865"",""9402966"",""9402966"",""9402966"",""494922"",""85528209"",""76471944"",""50065971"",""36953371"",""51452091""]",1615487905,2 years ago,,,0,fortune fairy deck with magical mallet and royal decree,"the fortune fairy cards are my favorite, i have been trying to get a stronger deck with magic support cards, this is the result."
87860,superheavy-samurai-87860,Superheavy Samurai,3117804,23287,Fun/Casual Decks,"[""42880485"",""42880485"",""3117804"",""36523152"",""36523152"",""36523152"",""34496660"",""90361010"",""90361010"",""90361010"",""78391364"",""78391364"",""41628550"",""41628550"",""31181711"",""31181711"",""3064425"",""27978707"",""4786063"",""4786063"",""4786063"",""40028305"",""40028305"",""64373401"",""64373401"",""64373401"",""9402966"",""9402966"",""78274190"",""78274190"",""87535691"",""35800511"",""35800511"",""14624296"",""14624296"",""27756115"",""27756115"",""27756115"",""95500396"",""95500396""]","[""17775525"",""17775525"",""494922"",""494922"",""85528209"",""85528209"",""76471944"",""76471944"",""50065971"",""50065971"",""7391448"",""36953371"",""36953371"",""75988594"",""75988594""]","[""77585513"",""77585513"",""41628550"",""27978707"",""9402966"",""87535691"",""24940422"",""58921041"",""58921041"",""61740673"",""61740673"",""51452091"",""51452091"",""303660"",""44656491""]",1615487905,2 years ago,,,0,Synchro/Pendulum superheavy deck with Jinzo and other anti-spell and trap cards,"This is a deck i have been working on, i like the superheavy samurai cards, and this side deck seems to helps against cards like raigeki, magic cylinder and solemn cards negating synchro summoning, which can break your board."
87857,infer-knights-5-cut-madnis-87857,Infer knights 5 cut madnis,22091647,26170,Meta Decks,"[""22091647"",""22091647"",""55063751"",""29726552"",""21351206"",""21351206"",""21351206"",""28985331"",""58346901"",""58346901"",""58346901"",""54485355"",""54485355"",""54485355"",""14558127"",""14558127"",""14558127"",""72291078"",""33420078"",""38783169"",""81570454"",""56824871"",""56824871"",""56824871"",""95953557"",""75886890"",""14532163"",""14532163"",""32807846"",""51412776"",""51412776"",""51412776"",""24224830"",""24224830"",""24224830"",""9622164"",""34959756"",""37478723"",""37478723"",""37478723"",""63789924"",""90861137"",""10045474"",""10045474""]","[""77656797"",""52687916"",""66698383"",""3040496"",""27548199"",""40251688"",""81846453"",""50091196"",""95113856"",""44097050"",""59934749"",""59934749"",""50588353"",""98642179"",""85243784""]","[""27204311"",""9742784"",""64880894"",""79606837"",""86066372"",""31423101"",""41587307"",""42199039"",""65993085"",""15693423"",""15693423"",""15693423"",""23924608"",""23924608""]",1615487905,2 years ago,,,0,It's mad as always,It's a 5 cut madnis. It kills game. Understand then dig it. Cut some slack up to your taste.
87854,timelord-for-self-87854,Timelord for Self,33015627,26538,Fun/Casual Decks,"[""33015627"",""33015627"",""33015627"",""6616912"",""7733560"",""7733560"",""7733560"",""28929131"",""34137269"",""60222213"",""60222213"",""60222213"",""74530899"",""91712985"",""92435533"",""27107590"",""27107590"",""27107590"",""49238328"",""49238328"",""49238328"",""51630558"",""51630558"",""51630558"",""81439174"",""28890974"",""28890974"",""28890974"",""269012"",""269012"",""24068492"",""24068492"",""9409625"",""9409625"",""9409625"",""36894320"",""36894320"",""72883039"",""72883039"",""72883039""]","[""26096328"",""26096328"",""26096328"",""26556950"",""26556950"",""3814632"",""3814632"",""49032236"",""49032236"",""49032236"",""56910167"",""56910167"",""56910167"",""90162951"",""90162951""]","[""27204311"",""9742784"",""64880894"",""79606837"",""86066372"",""31423101"",""41587307"",""42199039"",""65993085"",""15693423"",""15693423"",""15693423"",""23924608"",""23924608""]",1615487905,2 years ago,,,0,"I'm just uploading to see how much it would cost. I also can't take credit for the design, but don't know who can. ",Summon Timelords.
87848,deck-battleguard-87848,deck Battleguard,39389320,25969,Fun/Casual Decks,"[""39389320"",""40453765"",""40453765"",""20394040"",""20394040"",""75214390"",""50354944"",""50354944"",""50354944"",""27780618"",""27780618"",""63060238"",""13650422"",""31175914"",""8662794"",""50720316"",""9411399"",""9411399"",""32807846"",""55416843"",""55416843"",""55416843"",""24094653"",""74335036"",""76647978"",""18511384"",""12071500"",""34959756"",""34959756"",""25311006"",""25311006"",""24299458"",""24299458"",""24224830"",""24224830"",""42233477"",""78621186"",""1372887"",""24224830"",""1372887""]","[""74997493"",""4280258"",""48736598"",""84121193"",""59934749"",""50277355"",""96220350"",""90126061"",""86165817"",""49161188"",""35772782"",""50091196"",""81846453"",""41999284"",""85243784""]","[""86066372"",""63060238"",""63060238"",""40453765"",""20394040"",""27780618""]",1615487905,2 years ago,,,0,https://youtu.be/oS6lqI50QFQ,https://youtu.be/oS6lqI50QFQ
87837,fluffal-fun-87837,fluffal fun,61173621,26532,Non-Meta Decks,"[""98280324"",""81481818"",""2729285"",""2729285"",""38124994"",""38124994"",""87246309"",""87246309"",""65331686"",""65331686"",""39246582"",""39246582"",""39246582"",""13241004"",""13241004"",""13241004"",""72413000"",""72413000"",""72413000"",""3841833"",""3841833"",""3841833"",""30068120"",""61173621"",""61173621"",""61173621"",""73240432"",""73240432"",""73240432"",""43698897"",""6077601"",""24094653"",""24094653"",""24094653"",""70245411"",""70245411"",""70245411"",""34773082"",""34773082"",""34773082""]","[""50277355"",""50277355"",""74997493"",""6983839"",""63767246"",""21044178"",""57477163"",""11039171"",""11039171"",""464362"",""464362"",""40636712"",""40636712"",""80889750"",""80889750""]",,1615487905,2 years ago,,,0,cute and mean,idk its just fun pls try
87834,fluffal-fun-87834,fluffal fun,34773082,26532,Meta Decks,"[""98280324"",""81481818"",""2729285"",""2729285"",""38124994"",""38124994"",""87246309"",""87246309"",""65331686"",""65331686"",""39246582"",""39246582"",""39246582"",""13241004"",""13241004"",""13241004"",""72413000"",""72413000"",""72413000"",""3841833"",""3841833"",""3841833"",""30068120"",""61173621"",""61173621"",""61173621"",""73240432"",""73240432"",""73240432"",""43698897"",""6077601"",""24094653"",""24094653"",""24094653"",""70245411"",""70245411"",""70245411"",""34773082"",""34773082"",""34773082""]","[""50277355"",""50277355"",""74997493"",""6983839"",""63767246"",""21044178"",""57477163"",""11039171"",""11039171"",""464362"",""464362"",""40636712"",""40636712"",""80889750"",""80889750""]","[""43898403"",""43898403"",""43898403"",""24508238"",""24508238"",""24508238"",""102380"",""102380"",""102380"",""14558128"",""14558128"",""14558128"",""23002292"",""6077601"",""6077601""]",1615487905,2 years ago,,,0,fluffal is cute and mean LMAO,fluff fun the deck is mad fun and its pretty good ngl
87830,deck-igknight-87830,deck IgKnight,59785059,25969,Fun/Casual Decks,"[""59785059"",""23296404"",""96802306"",""96802306"",""93662626"",""93662626"",""67273917"",""50407691"",""97024987"",""97024987"",""97024987"",""24019092"",""24019092"",""24019092"",""61639289"",""61639289"",""24131534"",""24131534"",""50485594"",""50485594"",""56824871"",""56824871"",""56824871"",""8662794"",""38848158"",""38848158"",""79555535"",""79555535"",""17626381"",""34959756"",""65993085"",""83764718"",""76751255"",""76751255"",""76751255"",""65872270"",""67037924"",""911883"",""911883"",""911883""]","[""86066372"",""48736598"",""98630720"",""84121193"",""59934749"",""23935886"",""98978921"",""48815792"",""21521304"",""99666430"",""42110604"",""63533837"",""82944432"",""39317553"",""98978921""]","[""4280258"",""45141013"",""78794994"",""45141013"",""45141013"",""35762283"",""35762283"",""35762283"",""96802306"",""93662626"",""67273917"",""67273917"",""24131534"",""50407691"",""50407691""]",1615487905,2 years ago,,,0,https://youtu.be/G-sHTasQQWQ,https://youtu.be/G-sHTasQQWQ
