deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
1955,marik-deck-via-looper-v0-1-1955,Marik Deck (via looper) V0.1,38445524,5027,Anime Decks,"[""38445524"",""86569121"",""48948935"",""102380"",""99747800"",""76052811"",""13944422"",""78636495"",""63749102"",""59546797"",""99050989"",""31709826"",""90980792"",""4335645"",""82213171"",""70124586"",""43730887"",""56043446"",""56043446"",""56043446"",""23205979"",""54652250"",""7165085"",""12580477"",""22610082"",""53129443"",""86541496"",""5318639"",""65169794"",""1224927"",""2047519"",""24068492"",""44095762"",""83555666"",""21558682"",""26905245"",""54704216"",""65830223"",""97077563"",""77414722""]",,"[""10000011"",""17597059"",""62543393"",""83011278"",""43586926"",""52090844"",""28933734"",""31560081"",""98494543"",""22046459"",""40619825"",""37507488"",""60082869"",""83968380"",""93382620""]",1489343905,6 years ago,,,0,A deadly fiend deck based of Marik from the anime. Contains the The Winged Dragon of Ra Egyptian god card. ,"A deadly fiend deck based of Marik from the anime. Contains the <a data-name=""The Winged Dragon of Ra"">The Winged Dragon of Ra</a> Egyptian god card. "
1950,kaiju-stormforth-via-hangoutwithtim-v0-1-1950,Kaiju-Stormforth (via hangoutwithTim) V0.1,93332803,5027,Non-Meta Decks,"[""93332803"",""93332803"",""23064604"",""23064604"",""23064604"",""96570609"",""96570609"",""96570609"",""55063751"",""55063751"",""55063751"",""28674152"",""28674152"",""57666212"",""65612386"",""65612386"",""65612386"",""22404675"",""59463312"",""59463312"",""1475311"",""1475311"",""9720537"",""9720537"",""22842126"",""22842126"",""22842126"",""33609262"",""38120068"",""38120068"",""38120068"",""99330325"",""99330325"",""79844764"",""79844764"",""79844764"",""84171830"",""48716527"",""82732705"",""94739788""]",,"[""37520316"",""24425055"",""24425055"",""24425055""]",1489343905,6 years ago,,,0,"This deck revolves around ownership and tributes, plan accordingly and use Stormforth often to keep their crowd controlled.","This deck revolves around ownership and tributes, plan accordingly and use Stormforth often to keep their crowd controlled."
1939,hungry-burger-via-electricblock-v0-4-1939,Hungry Burger (via ElectricBlock) V0.4,62514770,5027,Non-Meta Decks,"[""62514770"",""62514770"",""72989439"",""3300267"",""3300267"",""3300267"",""77901552"",""77901552"",""77901552"",""9411399"",""9411399"",""9411399"",""4022819"",""28985331"",""28985331"",""423585"",""423585"",""30243636"",""30243636"",""30243636"",""1475311"",""1475311"",""1475311"",""13048472"",""13048472"",""13048472"",""25377819"",""25377819"",""25377819"",""74029853"",""74029853"",""74029853"",""96729612"",""80811661"",""80811661"",""80811661"",""41587307"",""42199039"",""42199039"",""42199039""]","[""18386170"",""1686814"",""34408491"",""50954680"",""4779823"",""21521304"",""38495396"",""92661479"",""27552504"",""15561463"",""93713837"",""27337596"",""90726340"",""82633039"",""581014""]","[""80978111"",""80978111"",""80978111"",""23434538"",""23434538"",""94145021"",""94145021"",""94145021"",""5133471"",""5133471"",""5133471"",""5851097"",""8323633"",""8323633"",""8323633""]",1489343905,6 years ago,,,0,A deck that may look different on the outside but has the potential to pull off some powerful combos and summon extremely powerful monsters on turn 1.,A deck that may look different on the outside but has the potential to pull off some powerful combos and summon extremely powerful monsters on turn 1. 
1906,godz-via-l1censed2kill-v0-1-1906,Godz (via L1censed2Kill) V0.1,10000002,5027,Non-Meta Decks,"[""10000002"",""10000012"",""10000022"",""10000080"",""3117804"",""44330098"",""9748752"",""89111398"",""20932152"",""67696066"",""97017120"",""36733451"",""41386308"",""34475451"",""34475451"",""93187568"",""15341821"",""23434538"",""11747708"",""45452224"",""12538374"",""67441435"",""14198496"",""19665973"",""19665973"",""19665973"",""62892347"",""97268402"",""1845204"",""2295440"",""12580477"",""31036355"",""54447022"",""57734012"",""81439173"",""3493058"",""14087893"",""79844764"",""98045062"",""94192409"",""84749824""]","[""17412721"",""24696097"",""39765958"",""74860293"",""44508094"",""83994433"",""73580471"",""7391448"",""3429238"",""26593852"",""50091196"",""80321197"",""12744567"",""48739166"",""58058134""]","[""81489939"",""81489939""]",1489343905,6 years ago,,,0,"This deck faced every notable meta deck, survived every major change in the banlist, and is still be able to win against any type of meta. ","This deck faced every notable meta deck, survived every major change in the banlist, and is still be able to win against any type of meta. "
1889,divinitas-obelisk-via-richyz99-v0-1-1889,Divinitas Obelisk (via RichyZ99) V0.1,10000001,5027,Non-Meta Decks,"[""10000001"",""10000001"",""10000001"",""70095154"",""70095154"",""70095154"",""14778250"",""14778250"",""20932152"",""20932152"",""20932152"",""68473226"",""68473226"",""72714226"",""72714226"",""72714226"",""22567609"",""22567609"",""22567609"",""57421866"",""57421866"",""57421866"",""68005187"",""68005187"",""68005187"",""5318639"",""5318639"",""5318639"",""12247206"",""12247206"",""12247206"",""73915051"",""73915051"",""75622824"",""79844764"",""79844764"",""79844764"",""269012"",""269012"",""269012""]","[""45037489"",""18013090"",""46195773"",""60800381"",""286392"",""3814632"",""49032236"",""56910167"",""77334267"",""94119480"",""29669359"",""50449881"",""82633039"",""12014404"",""89642993""]","[""81489939"",""81489939""]",1489343905,6 years ago,,,0,The main strategy is obtained by summoning Obelisk the Tormentor: this becomes possible with Special-self-Sum,"The main strategy is obtained by summoning <a data-name=""Obelisk the Tormentor"">Obelisk the Tormentor</a>: this becomes possible with Special-self-Summoning monsters, such as <a data-name=""Quickdraw Synchron"">Quickdraw Synchron</a> and <a data-name=""Cyber Dragon"">Cyber Dragon</a>."
1796,artifact-via-devpro-users-v0-1-1796,Artifact (via DevPro Users) V0.1,64605089,5027,Fun/Casual Decks,"[""64605089"",""47863787"",""20292186"",""20292186"",""85103922"",""48086335"",""48086335"",""8873112"",""84268896"",""84268896"",""84268896"",""11475049"",""12697630"",""12697630"",""85080444"",""85080444"",""85080444"",""68535320"",""68535320"",""95929069"",""95929069"",""37742478"",""37742478"",""3900605"",""3900605"",""3900605"",""29223325"",""29223325"",""29223325"",""56611470"",""56611470"",""75652080"",""75652080"",""75652080"",""12444060"",""12444060"",""12444060"",""29401950"",""94192409"",""84749824""]","[""91949988"",""29515122"",""77334267"",""31386180"",""31386180"",""94119480"",""73964868"",""73964868"",""73964868"",""29669359"",""69840739"",""50449881"",""19333131"",""39139935"",""581014""]","[""81489939"",""81489939""]",1489343905,6 years ago,,,0,A powerful Artifact deck. Synergize them to lock down the opponent and finish them off with XYZ monsters. ,A powerful Artifact deck. Synergize them to lock down the opponent and finish them off with XYZ monsters. 
1626,red-eyes-support-via-apexsly-v0-1-1626,Red-Eyes Support (via ApexSly) V0.1,74677422,5027,Meta Decks,"[""74677422"",""74677423"",""74677425"",""70781052"",""62514770"",""88264978"",""60681103"",""30079770"",""33282498"",""3300267"",""77901552"",""77901552"",""93969023"",""66574418"",""66574418"",""97268402"",""71408082"",""71408082"",""1475311"",""1475311"",""2295440"",""6172122"",""6172122"",""6853254"",""6853254"",""13048472"",""13048472"",""25377819"",""32566831"",""41620959"",""46232525"",""52684508"",""18803791"",""18803791"",""43898403"",""83555666"",""30459350"",""39387565"",""40605147"",""84749824""]","[""45349196"",""19747827"",""1686814"",""81020646"",""50954680"",""44405066"",""44405066"",""44405066"",""80117527"",""21521304"",""27552504"",""93713837"",""27337596""]","[""6614221"",""97268402"",""40908371"",""6387204"",""32566831"",""52684508"",""52684508"",""43898403"",""30459350"",""39387565"",""58921041"",""58921041""]",1489343905,6 years ago,,,0,A powerful Red-Eyes support deck featuring all the new support cards for Red-Eyes B. Dragon such as ,"A powerful Red-Eyes support deck featuring all the new support cards for <a data-name=""Red-Eyes B. Dragon"">Red-Eyes B. Dragon</a> such as <a data-name=""The Black Stone of Legend"">The Black Stone of Legend</a>."
1615,silightsworn-via-divinum-fulmen-v0-1-1615,Silightsworn (via Divinum Fulmen) V0.1,72443568,5027,Non-Meta Decks,"[""72443568"",""72443568"",""57774843"",""57774843"",""37267041"",""58996430"",""96235275"",""96235275"",""77558536"",""77558536"",""77558536"",""22624373"",""22624373"",""22624373"",""73176465"",""37742478"",""15180041"",""15180041"",""41175645"",""41175645"",""41175645"",""95503687"",""95503687"",""95503687"",""40164421"",""40164421"",""691925"",""691925"",""691925"",""5133471"",""94886282"",""94886282"",""18563744"",""18563744"",""18563744"",""44968459"",""44968459"",""44968459"",""29401950"",""78474168"",""81172176"",""81172176""]","[""41517789"",""8561192"",""52687916"",""44508094"",""4779823"",""82044279"",""33698022"",""73580471"",""25862681"",""64880894"",""56832966"",""84013237"",""30100551"",""78156759"",""83531441""]","[""62015408"",""62015408"",""62015408"",""1561110"",""49032236"",""56910167"",""58820923"",""1639384"",""90809975"",""5133471"",""5133471"",""9622164"",""9622164"",""78474168"",""84749824""]",1489343905,6 years ago,,,0,"A powerful Lightsworn deck featuring extremely strong boss cards such as Leo, the Keeper of the Sacr","A powerful Lightsworn deck featuring extremely strong boss cards such as <a data-name=""Leo, the Keeper of the Sacred Tree"">Leo, the Keeper of the Sacred Tree</a>,<a data-name=""Judgment Dragon"">Judgment Dragon</a> and <a data-name=""Silent Magician Lv8"">Silent Magician Lv8</a>. "
1602,gren-maju-via-vapidslay-v0-1-1602,Gren-Maju (via VapidSlay) V0.1,28297833,5027,Non-Meta Decks,"[""28297833"",""28297833"",""94853057"",""94853057"",""94853057"",""61528025"",""61528025"",""61528025"",""36584821"",""36584821"",""36584821"",""45812361"",""5758500"",""11830996"",""11830996"",""11830996"",""12580477"",""35261759"",""35261759"",""35261759"",""53129443"",""53129443"",""75500286"",""98645731"",""98645731"",""98645731"",""43898403"",""43898403"",""64014615"",""68073522"",""68073522"",""68073522"",""29401950"",""36261276"",""36261276"",""94192409"",""30241314"",""40605147"",""40605147"",""84749824""]","[""93730230"",""31320433"",""69610924"",""5014629"",""5014629"",""5014629"",""47805931"",""75367227"",""95992081"",""95992081"",""95992081"",""15914410"",""78156759"",""78156759"",""16259549""]","[""91345518"",""91345518"",""91345518"",""12171659"",""12171659"",""12171659"",""19665973"",""19665973"",""19665973"",""56433456"",""56433456"",""56433456"",""81066751"",""81066751"",""81066751""]",1489343905,6 years ago,,,0,Banish cards and then summon Gren Maju da Eiza and attack for game. Also Soul Abso,"Banish cards and then summon <a data-name=""Gren Maju Da Eiza"">Gren Maju da Eiza</a> and attack for game. Also <a data-name=""Soul Absorption"">Soul Absorption</a> can be used to gain massive amounts of life points to  prevent OTK."
1523,madolche-speedroid-via-sombres-v0-1-1523,Madolche-Speedroid (via Sombres) V0.1,52404456,5027,Non-Meta Decks,"[""52404456"",""52404456"",""11868731"",""11868731"",""11868731"",""34680482"",""34680482"",""34680482"",""91350799"",""91350799"",""81275020"",""81275020"",""81275020"",""53932291"",""53932291"",""12980373"",""12980373"",""23434538"",""23434538"",""16725505"",""97268402"",""97268402"",""1845204"",""1845204"",""12580477"",""53129443"",""27243130"",""27243130"",""43898403"",""43898403"",""60470713"",""60470713"",""14001430"",""5650082"",""59616123"",""59616123"",""78474168"",""78474168"",""40605147"",""40605147""]","[""17412721"",""70681994"",""27315304"",""82044279"",""42110604"",""70913714"",""37164373"",""37164373"",""82633039"",""31320433"",""71068247"",""95992081"",""15914410"",""4423206"",""78156759""]","[""74641045"",""46502744"",""80978111"",""80978111"",""44311445"",""25789292"",""25789292"",""35480699"",""48976825"",""73507661"",""73507661"",""51452091"",""51452091"",""51452091"",""1637760""]",1489343905,6 years ago,,,0,"Besides the common control tactics it can use, this deck wants to get an otk through the use of Speedroid Terrortop","Besides the common control tactics it can use, this deck wants to get an otk through the use of <a data-name=""Speedroid Terrortop"">Speedroid Terrortop</a> and <a data-name=""Madolche Anjelly"">Madolche Anjelly</a>."
