deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
221998,plan-rose-deck-221998,Plan Rose Deck,11819616,56787,Anime Decks,"[""11819616"",""78540593"",""80190753"",""87294988"",""53257892"",""82116191"",""96385345"",""96385345"",""96385345"",""62411042"",""4192696"",""20546916"",""20546916"",""23087070"",""23087070"",""23087070"",""40320754"",""12469386"",""62379337"",""62379337"",""84824601"",""84824601"",""51852507"",""48686504"",""48686504"",""15341821"",""89252157"",""89252157"",""5973663"",""45247637"",""71645242"",""51630558"",""69584564"",""52340274"",""80196387"",""95507060"",""91078716"",""13438207"",""54451023"",""2779999""]",,,1647023905,1 year ago,1665599905,5 months ago,0,Plant/Rose Deck,<p>A plant/rose themed deck</p>
221994,lord-of-the-red-deck-2021-221994,LORD OF THE RED deck 2021,19025379,10628,Non-Meta Decks,"[""88264979"",""87602890"",""69680031"",""95679145"",""80701178"",""80701178"",""18474999"",""18474999"",""18474999"",""60303688"",""60303688"",""60303688"",""53303460"",""53303460"",""82085295"",""82085295"",""82085295"",""92919429"",""92919429"",""92919429"",""19025379"",""19025379"",""19025379"",""65877963"",""65877963"",""65877963"",""71408082"",""71408082"",""1984618"",""1984618"",""1984618"",""67169062"",""18803791"",""45410988"",""45410988"",""45410988"",""86758915"",""82956214"",""82956214"",""82956214""]","[""41373230"",""41373230"",""59531356"",""59531356"",""59531356"",""80532587"",""80532587"",""80532587"",""74586817"",""79606837"",""79606837"",""79606837"",""90809975"",""86066372"",""50277355""]","[""46986414"",""74677422"",""87602890"",""14558127"",""14558127"",""14558127"",""37818794"",""6172122"",""6172122"",""6172122"",""92353449"",""92353449"",""92353449"",""40605147"",""40605147""]",1647023905,1 year ago,,,0,Lord of the Red deck by YGO Lite,https://youtu.be/wCd95VLQ5RY
221989,six-sam-alternative-221989,Six Sam Alternative,27970830,92021,Fun/Casual Decks,"[""42052439"",""42052439"",""42052439"",""22091647"",""22091647"",""83039729"",""83039729"",""83039729"",""49721904"",""49721904"",""49721904"",""2511717"",""2511717"",""74094021"",""74094021"",""48505422"",""48505422"",""71207871"",""6579928"",""44686185"",""33883834"",""911883"",""911883"",""911883"",""44430454"",""24224830"",""37478723"",""31423101"",""83438826"",""34959756"",""83764719"",""32807846"",""27970830"",""47436247"",""47436247"",""47436247"",""54031490"",""54031490"",""54031490"",""72345736"",""72345736"",""72345736"",""46986414"",""74677422"",""6172122""]","[""74997493"",""74997493"",""74997493"",""98978921"",""59934749"",""74752631"",""74752631"",""29981921"",""74586817"",""52687916"",""4997565"",""1828513"",""90448279"",""70369116"",""37818794""]","[""22091647"",""74094021"",""41091257"",""41091257"",""41091257"",""12014404"",""43898403"",""8267140"",""10045474"",""54693926"",""27204311"",""14558127"",""97268402"",""34267821"",""24508238""]",1647023905,1 year ago,,,0,Classic Six Sam with Unexpected Dai engine and Token Turbo Loops.,"Best way to play Six Sam competitively right now, relative to it's weakness by abusing it's only good core mechanic and looping for massive token amounts, AA-Zeus being a huge carry of this deck making it mandatory , in case you don't want to cash in completely I'd cut the dragoon engine, purposely left in the end for easier adjustments, if you really want an extremely budget version you can cut some of the more expensive cards such as gearfried for SYPRAL Super Agent. The Side deck only contains possible side deck cards and budget alternatives for the main and extra deck."
221985,swordsoul-221985,Swordsoul,47710198,54444,Non-Meta Decks,"[""56465981"",""56465981"",""56465981"",""93850690"",""93850690"",""93490856"",""93490856"",""93490856"",""20001443"",""20001443"",""20001443"",""56495147"",""56495147"",""62849088"",""55273560"",""55273560"",""55273560"",""63362460"",""81866673"",""52947044"",""52947044"",""52947044"",""14558127"",""14558127"",""14558127"",""97268402"",""97268402"",""97268402"",""24224830"",""10045474"",""10045474"",""10045474"",""65681983"",""65681983"",""65681983"",""43534808"",""14821890"",""14821890"",""84211599"",""84211599""]","[""69248256"",""96633955"",""60461804"",""47710198"",""5041348"",""9464441"",""92519087"",""84815190"",""68431965"",""70369116"",""2857636"",""40139997"",""90448279"",""90590303"",""83755611""]","[""27204311"",""27204311"",""73642296"",""73642296"",""73642296"",""54693926"",""54693926"",""54693926"",""14532163"",""14532163"",""61740673"",""74586817"",""43202238"",""20292186"",""7480763""]",1647023905,1 year ago,,,0,help I'm making too many decks,"If you're not ending on at least 1 level 8 or 10 Synchro or DPE, you're doing something wrong  Also use Crossout for Token Collecter, Ash, or Imperm"
221981,appliancer-deck-roboppy-yu-gi-oh-vrains-appliancer-propelio-221981,"Appliancer DECK,Roboppy,Yu-Gi-Oh! VRAINS,Appliancer Propelio",81769387,25969,Non-Meta Decks,"[""78447174"",""78447174"",""78447174"",""5846183"",""5846183"",""5846183"",""41830887"",""41830887"",""41830887"",""8662794"",""96399967"",""96399967"",""96399967"",""50366775"",""50366775"",""50366775"",""71278040"",""71278040"",""2295440"",""63995093"",""63995093"",""63995093"",""89208725"",""73628505"",""66380357"",""68223137"",""30996652"",""3875465"",""3875465"",""3875465"",""67169062"",""10045474"",""10045474"",""24299458"",""24299458"",""69452756"",""78625592"",""27157996"",""27157996"",""27157996""]","[""4280258"",""86066372"",""90590303"",""48736598"",""84121193"",""78225596"",""78225596"",""77102944"",""77102944"",""30118200"",""81769387"",""81769387"",""4729591"",""4729591"",""3507053""]","[""21887175"",""50901852"",""43218406"",""43218406"",""63633694"",""63633694"",""83764718"",""30996652"",""4729591"",""30996652"",""10045474"",""69452756"",""78625592""]",1647023905,1 year ago,,,0,https://youtu.be/0ZwZXziMvcE,https://youtu.be/0ZwZXziMvcE
221977,floowandereeze-221977,Floowandereeze,80611581,23635,Non-Meta Decks,"[""80611581"",""69327790"",""29587993"",""91800273"",""91800273"",""91800273"",""73356503"",""14558128"",""14558128"",""54334420"",""54334420"",""54334420"",""80433039"",""18940725"",""18940725"",""18940725"",""17827173"",""17827173"",""73628505"",""84211599"",""84211599"",""84211599"",""98645731"",""98645731"",""98645731"",""24224830"",""69087397"",""69087397"",""69087397"",""55521751"",""81674782"",""28126717"",""28126717"",""28126717"",""10045474"",""10045474"",""87639778"",""87639778"",""30241314"",""77610503""]","[""75286621"",""59531356"",""59531356"",""80532587"",""80532587"",""98506199"",""58069384"",""90809975"",""90809975"",""99726621"",""38342335"",""38342335"",""2857636"",""2857636"",""26847978""]","[""80611581"",""14558128"",""10045474"",""87639778""]",1647023905,1 year ago,,,0,Floowandereeze deck post BACH,Floowandereeze deck with Floowandereeze and the Journey Preparations from Battle of Chaos.
221969,constellar-1-card-221969,constellar 1 card,38495396,90576,Anime Decks,"[""42391240"",""42391240"",""16906241"",""16906241"",""40143123"",""40143123"",""14759024"",""14759024"",""70908596"",""70908596"",""78364470"",""78364470"",""82913020"",""82913020"",""41269771"",""41269771"",""78358521"",""78358521"",""15871676"",""15871676"",""70624184"",""70624184"",""43513897"",""43513897"",""17129783"",""17129783"",""78486968"",""78486968"",""44635489"",""44635489"",""14558127"",""34267821"",""97268402"",""35261759"",""18144507"",""25311006"",""86825483"",""86825483"",""35631584"",""35631584"",""4820694"",""4820694"",""90156158"",""90156158"",""35544402"",""35544402"",""63545861"",""63545861"",""10045474"",""61740673""]","[""38495396"",""38495396"",""73964868"",""73964868"",""2091298"",""2091298"",""26329679"",""26329679"",""47579719"",""47579719"",""86066372"",""90448279"",""4280258"",""38342335"",""2857636""]","[""80611581"",""14558128"",""10045474"",""87639778""]",1647023905,1 year ago,,,0,1 card,<span><span>1 card</span></span>
221955,ghostrick-1-card-221955,ghostrick 1 card,75367227,90576,Anime Decks,"[""64804316"",""16279989"",""97584500"",""72913666"",""51196805"",""85463083"",""80885284"",""84472026"",""27491571"",""36239585"",""54490275"",""24101897"",""46925518"",""61318483"",""54512827"",""81907872"",""98707192"",""14558127"",""34267821"",""97268402"",""35261759"",""18144507"",""99795159"",""7617062"",""69809989"",""29400787"",""8267140"",""14532163"",""54693926"",""23002292"",""85827713"",""37055344"",""80802524"",""27170599"",""61818176"",""86516889"",""50527144"",""10045474"",""61740673"",""41420027""]","[""53334641"",""75367227"",""32224143"",""46895036"",""35871958"",""86066372"",""90448279"",""4280258"",""2857636"",""60303245"",""38342335"",""41999284"",""80532587"",""70597485"",""32446630""]","[""80611581"",""14558128"",""10045474"",""87639778""]",1647023905,1 year ago,,,0,1 card,<span><span>1 card</span></span>
221949,blue-eyes-extreme-very-good-deck-221949,BLUE-EYES EXTREME! VERY GOOD DECK!!,30576089,77334,Non-Meta Decks,"[""89631139"",""89631139"",""89631139"",""38517737"",""38517737"",""38517737"",""30576089"",""30576089"",""55878038"",""45467446"",""51786039"",""51786039"",""51786039"",""66961194"",""66961194"",""66961194"",""14558127"",""14558127"",""71039903"",""71039903"",""79814787"",""8240199"",""8240199"",""8240199"",""97268402"",""97268402"",""6853254"",""6853254"",""6853254"",""38120068"",""38120068"",""41620959"",""48800175"",""48800175"",""48800175"",""83764719"",""71143015"",""93437091"",""93437091"",""93437091"",""71143015"",""71143015"",""87025064"",""62089826"",""62089826"",""62089826""]","[""56532353"",""11443677"",""40908371"",""59822133"",""33698022"",""90448279"",""2530830"",""97403510"",""39030163"",""28400508"",""63767246"",""63767246"",""8165596"",""57314798"",""70369116""]","[""80611581"",""14558128"",""10045474"",""87639778""]",1647023905,1 year ago,,,0,BLUE-EYES EXTREME VS CYBERDRAGON JINZO (MATCH DUEL) 22:15 - 24:57  https://youtu.be/-4gIvITere4,"Another Deck Blue Eyes, only that this seems more competitive and slightly more powerful than the previous one who mounts, I liked it more only I would just say a reality, this deck does not brick so much very decent.  "
221945,dark-magician-deck-november-2021-post-banlist-221945,DARK MAGICIAN DECK NOVEMBER 2021 POST BANLIST,37818794,28173,Non-Meta Decks,"[""46986414"",""46986414"",""74677422"",""3078380"",""3078380"",""38033121"",""7084129"",""7084129"",""7084129"",""14558127"",""14558127"",""14558127"",""97631303"",""97631303"",""97631303"",""12266229"",""12266229"",""12266229"",""6172122"",""6172122"",""6172122"",""11827244"",""23020408"",""23020408"",""23020408"",""59514116"",""47222536"",""47222536"",""47222536"",""10045474"",""10045474"",""10045474"",""48680970"",""48680970"",""82732705"",""40605147"",""40605147"",""40605147"",""41420027"",""41420027""]","[""84433295"",""37818794"",""37818794"",""41721210"",""85059922"",""50237654"",""90448279"",""44405066"",""86066372"",""45819647"",""71384012"",""70369116"",""98978921"",""31226177"",""34755994""]","[""80611581"",""14558128"",""10045474"",""87639778""]",1647023905,1 year ago,,,0,dark  magician deck profile 2021 yugioh! november build,https://youtu.be/nrf57oK4lUg
