deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
105996,red-eyes-zombie-105996,Red-Eyes Zombie,74677427,32139,Fun/Casual Decks,"[""88264978"",""96561011"",""74677422"",""74677422"",""5186893"",""27198001"",""40659562"",""53485634"",""92826944"",""17259470"",""16509093"",""70821187"",""70821187"",""68670547"",""77044671"",""51534754"",""23205979"",""83903521"",""2326738"",""66574418"",""36262024"",""93969023"",""34016756"",""97169186"",""20765952"",""37534148"",""53129443"",""5318639"",""93260132"",""85852291"",""38552107"",""72892473"",""2204140"",""674561"",""4861205"",""19613556"",""4064256"",""32566831"",""52684508"",""83764719"",""74848038"",""72302403"",""20374520"",""53582587"",""93382620"",""30461781"",""65743242"",""94561645"",""60306104"",""98535702"",""61656650"",""3149764"",""39387565"",""44397496""]","[""79206925""]","[""65681983"",""65681983"",""65681983"",""43898403"",""43898403"",""54693926"",""10045474"",""2857636"",""38342335"",""14558127"",""97268402"",""59438930"",""27204311"",""27204311"",""47325505""]",1615487905,2 years ago,,,0,Quick Build.,Quick Build.
105992,blue-eyes-105992,Blue-Eyes,89631146,32139,Fun/Casual Decks,"[""89631139"",""89631139"",""79473793"",""45467446"",""77363314"",""29311166"",""9666558"",""20277376"",""17985575"",""67511500"",""34627841"",""35629124"",""88241506"",""45644898"",""72855441"",""14235211"",""79814787"",""71039903"",""83764719"",""67169062"",""65169794"",""68005187"",""79571449"",""4031928"",""69162969"",""74848038"",""72302403"",""64047146"",""18144507"",""84257640"",""98645731"",""55144522"",""53129443"",""12580477"",""17655904"",""81385346"",""43973174"",""28596933"",""87025064"",""55991637"",""98954106"",""21597117"",""81210420"",""62279055"",""29267084"",""97077563"",""77414722"",""19252988"",""13513663"",""54178050"",""20638610"",""80163754""]",,,1615487905,2 years ago,,,0,A quick dragon build.,A quick dragon build.
105986,armed-dragon-catapult-cannon-deck-2020-105986,Armed Dragon Catapult Cannon Deck 2020,75906310,32133,Meta Decks,"[""62651957"",""65622692"",""64500000"",""51638941"",""96300057"",""14558128"",""14558128"",""14558128"",""97268402"",""97268402"",""14878871"",""14878871"",""12482652"",""12482652"",""42941100"",""42941100"",""79335209"",""79335209"",""37132349"",""64627453"",""64627453"",""64627453"",""46384672"",""46384672"",""73879377"",""52350806"",""52350806"",""99745551"",""70711847"",""16209941"",""2390019"",""2390019"",""2390019"",""24643836"",""24643836"",""24643836"",""38395123"",""38395123"",""38395123"",""94770493"",""24224830"",""24224830"",""24224830"",""83764719"",""25290459"",""25290459"",""75884822""]","[""58859575"",""91998121"",""84243274"",""75906310"",""39972129"",""62517849"",""21044178"",""90590304"",""84013238"",""98978921"",""2857636"",""71095768"",""38342335"",""74997493"",""85289965""]","[""581014"",""58921041"",""51452091"",""15693423"",""40605147"",""54693926"",""43898403"",""43898403"",""37520316"",""8267140"",""82385847"",""43694650"",""38814750"",""38814750"",""49036338""]",1615487905,2 years ago,,,0,A competitive Armed Dragon Catapult Cannon deck profile for the 2020 Meta Game.,A competitive Ojama deck to compete against the meta.
105982,red-eyes-deck-2020-105982,RED-EYES Deck 2020,44405066,32128,Fun/Casual Decks,"[""74677422"",""74677422"",""88264978"",""18491580"",""18491580"",""18491580"",""30079770"",""99365553"",""39357122"",""85651167"",""85651167"",""99234526"",""53485634"",""53485634"",""66752837"",""66752837"",""58257569"",""93969023"",""66574418"",""66574418"",""87571563"",""41620959"",""41620959"",""71490127"",""52684508"",""52684508"",""6172122"",""6172122"",""6172122"",""92353449"",""92353449"",""6853254"",""6853254"",""6853254"",""46232525"",""43898403"",""43898403"",""39387565"",""39387565"",""57135971"",""57135971"",""44397496"",""44397496"",""44397496""]","[""99267150"",""45349196"",""30086349"",""37818794"",""21140872"",""53262004"",""19747827"",""46354113"",""16691074"",""44405066"",""44405066"",""80117527"",""80117527"",""16195942"",""16195943"",""37926346""]","[""53485634"",""58257569"",""58257569"",""93969023"",""93969023"",""40605147"",""40605147""]",1615487905,2 years ago,,,0,Return of the Red-Eyes,Return of the Red-Eyes
105978,dark-magicians-fun-deck-105978,Dark Magicians Fun Deck,46986421,24467,Fun/Casual Decks,"[""46986414"",""46986414"",""46986414"",""40737112"",""71703785"",""35191415"",""30603688"",""30603688"",""38033121"",""38033121"",""42006475"",""7084129"",""7084129"",""7084129"",""14824019"",""97631303"",""97631303"",""97631303"",""47222536"",""47222536"",""47222536"",""60709218"",""2314238"",""82404868"",""23314220"",""23314220"",""89739383"",""89739383"",""1784686"",""75190122"",""111280"",""41735184"",""59514116"",""59514116"",""23020408"",""23020408"",""23020408"",""48130397"",""48680970"",""48680970"",""86509711"",""9287078"",""22634473"",""15693423"",""15693423"",""7922915""]","[""84433295"",""41721210"",""37818794"",""75380687"",""98502113"",""73452089"",""50237654"",""50237654"",""41209827"",""43892408"",""80117527"",""96471335"",""85551711"",""14152862"",""10000030""]","[""88619463"",""45667991"",""80304126"",""7198399"",""25280974"",""71696014"",""31560081"",""97268402"",""25407643"",""68462976"",""49702428"",""70168345"",""43898403"",""81210420"",""36361633""]",1615487905,2 years ago,,,0,Dark Magicians Fun Deck,Fun Deck
105974,dark-magician-post-megatin-105974,DARK MAGICIAN Post Megatin,37818794,10628,Non-Meta Decks,"[""46986418"",""46986418"",""46986418"",""74677422"",""30603688"",""30603688"",""38033121"",""7084129"",""7084129"",""7084129"",""97631303"",""97631303"",""97631303"",""1784686"",""2314238"",""6172122"",""6172122"",""11827244"",""14532163"",""60709218"",""23020408"",""23020408"",""23020408"",""59514116"",""59514116"",""59514116"",""75190122"",""47222536"",""47222536"",""47222536"",""7922915"",""7922915"",""10045474"",""10045474"",""10045474"",""22634473"",""22634473"",""48680970"",""48680970"",""48680970""]","[""84433295"",""37818794"",""37818794"",""37818794"",""41721210"",""41721210"",""50237654"",""50237654"",""50237654"",""43892409"",""96471335"",""10000030"",""70369116"",""70369116"",""98978921""]","[""27204311"",""88264978"",""96561011"",""64335804"",""64335805"",""82385847"",""30079770"",""31733941"",""78661338"",""42006475"",""17871506"",""67300516"",""85651167"",""53485634"",""66574418""]",1615487905,2 years ago,,,0,Dark Magicican deck by YGO Lite,<a>https://www.youtube.com/watch?v=ERbnWO4A5Y8</a>
105967,melffy-august-2020-105967,Melffy August 2020,76833149,21165,Meta Decks,"[""71692913"",""71692913"",""22567609"",""22567609"",""22567609"",""57844634"",""57844634"",""57844634"",""92729410"",""92729410"",""92729410"",""68353324"",""68353324"",""68353324"",""56401775"",""56401775"",""56401775"",""20003027"",""20003027"",""20003027"",""93018428"",""93018428"",""93018428"",""57523313"",""57523313"",""57523313"",""28118128"",""28118128"",""28118128"",""63644830"",""63644830"",""63644830"",""72537897"",""72537897"",""72537897"",""37256135"",""37256135"",""37256135"",""82134632"",""82134632""]","[""54191698"",""53054164"",""53054164"",""53054164"",""76833149"",""76833149"",""39972129"",""39972129"",""30439101"",""30439101"",""30439101"",""26847978"",""26847978"",""64514892"",""3987233""]","[""27204311"",""88264978"",""96561011"",""64335804"",""64335805"",""82385847"",""30079770"",""31733941"",""78661338"",""42006475"",""17871506"",""67300516"",""85651167"",""53485634"",""66574418""]",1615487905,2 years ago,,,0,Melfae/Melffy + Level 2 Beasts,Summon a lot of Melffy monsters for Xyz and Link material.  &nbsp;  That's pretty much it.  &nbsp;  Gotta love the new backgrounds.
105962,red-eyes-105962,Red-Eyes,37818794,18836,Meta Decks,"[""46986414"",""74677422"",""74677422"",""88264978"",""89399912"",""18491580"",""18491580"",""30079770"",""23431858"",""23431858"",""70333910"",""70333910"",""11074235"",""85651167"",""85651167"",""14558127"",""14558127"",""14558127"",""93969023"",""93969023"",""93969023"",""66574418"",""2295440"",""6172122"",""6172122"",""6172122"",""6853254"",""6853254"",""41620959"",""41620959"",""81439174"",""83764719"",""92353449"",""92353449"",""92353449"",""87571563"",""44397496"",""57135971"",""57135971"",""57135971""]","[""30086349"",""37818794"",""21140872"",""21140872"",""44405066"",""80117527"",""74997493"",""4280258"",""2857636"",""75452921"",""70369116"",""70369116"",""13143275"",""73539069"",""86148577""]","[""27204311"",""88264978"",""96561011"",""64335804"",""64335805"",""82385847"",""30079770"",""31733941"",""78661338"",""42006475"",""17871506"",""67300516"",""85651167"",""53485634"",""66574418""]",1615487905,2 years ago,,,0,Post 2020 Tin of Lost Memories,"Please subscribe, for more decks and videos  https://youtu.be/HaIVWLQHcD0"
105952,shaddoll-invoked-105952,Shaddoll Invoked,21887175,32126,Meta Decks,"[""27204311"",""27204311"",""27204311"",""30328508"",""30328508"",""30328508"",""67696066"",""68819554"",""68819554"",""68819554"",""31292357"",""86120751"",""86120751"",""86120751"",""97518132"",""51023024"",""51023024"",""51023024"",""57624336"",""57624336"",""4939890"",""4939890"",""37445295"",""47679935"",""47679935"",""47679935"",""81439173"",""74063034"",""74063034"",""74063034"",""11827244"",""44394295"",""44394295"",""44394295"",""73628505"",""6417578"",""6417578"",""6417578"",""23912837"",""23912837""]","[""75286621"",""20366274"",""20366274"",""50907446"",""50907446"",""49513164"",""94977269"",""94977269"",""13529466"",""85289965"",""21887175"",""97973962"",""65741786"",""50277355"",""70369116""]","[""27204311"",""88264978"",""96561011"",""64335804"",""64335805"",""82385847"",""30079770"",""31733941"",""78661338"",""42006475"",""17871506"",""67300516"",""85651167"",""53485634"",""66574418""]",1615487905,2 years ago,,,0,Shaddoll Invoked TCG 2020,Use El Shaddoll Winda to Block opponents special summon and Mekk-Knight Crusadia Avramax to protect Winda
105948,card-testing-blueprint-105948,Card Testing Blueprint,55144522,20676,Fun/Casual Decks,"[""21593977"",""21593977"",""21593977"",""28985331"",""28985331"",""28985331"",""1475311"",""1475311"",""74117290"",""74117290"",""74117290"",""81439173"",""81439173"",""79571449"",""79571449"",""79571449"",""85852291"",""85852291"",""85852291"",""33782437"",""33782437"",""33782437"",""55144522"",""55144522"",""55144522"",""32807846"",""32807846"",""32807846"",""70368879"",""70368879"",""70368879"",""83968380"",""83968380"",""83968380"",""30461781"",""30461781"",""30461781"",""37576645"",""37576645"",""37576645""]","[""75286621"",""20366274"",""20366274"",""50907446"",""50907446"",""49513164"",""94977269"",""94977269"",""13529466"",""85289965"",""21887175"",""97973962"",""65741786"",""50277355"",""70369116""]","[""27204311"",""88264978"",""96561011"",""64335804"",""64335805"",""82385847"",""30079770"",""31733941"",""78661338"",""42006475"",""17871506"",""67300516"",""85651167"",""53485634"",""66574418""]",1615487905,2 years ago,,,0,With Battlesim to test how a Card exactly should work. So draw until you get the card you want to test.,With Battlesim to test how a Card exactly should work. So draw until you get the card you want to test.
