deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
41006,gren-maju-otk-2019-41006,Gren Maju OTK 2019,36584821,17480,Fun/Casual Decks,"[""55063751"",""28674152"",""28674152"",""86937530"",""86937530"",""86937530"",""28297833"",""28297833"",""34710660"",""36584821"",""36584821"",""36584821"",""18964575"",""18964575"",""19665973"",""19665973"",""19665973"",""63845230"",""63845230"",""63845230"",""1475311"",""1475311"",""1475311"",""33782437"",""35261759"",""35261759"",""35261759"",""75500286"",""98645731"",""98645731"",""24224830"",""24224830"",""43898403"",""43898403"",""43898403"",""68073522"",""68073522"",""68073522"",""36361633"",""36361633""]","[""41685633"",""75286621"",""83531441"",""90809975"",""31833038"",""85289965"",""74997493"",""26692769"",""17382973"",""24094258"",""59934749"",""1508649"",""63288573"",""90673288"",""41999284""]","[""82385847"",""82385847"",""82385847"",""62015408"",""62015408"",""62015408"",""1372887"",""1372887"",""1372887"",""10045474"",""10045474"",""10045474"",""15693423"",""15693423"",""15693423""]",1583951905,3 years ago,,,0,The best Deck ever made,https://youtu.be/cvs_mbrKTkM
41009,battlewasp-deck-41009,Battlewasp deck,80949182,15082,Non-Meta Decks,"[""36956512"",""19420830"",""90161770"",""90161770"",""71007216"",""71007216"",""71007216"",""43722862"",""43722862"",""43722862"",""54772065"",""54772065"",""14824019"",""28388927"",""28388927"",""28388927"",""70117860"",""70117860"",""23314220"",""23314220"",""27980138"",""35261759"",""83764719"",""89739383"",""89739383"",""89739383"",""52838896"",""52838896"",""24224830"",""24224830"",""26773909"",""26773909"",""26773909"",""75539614"",""75539614"",""75539614"",""10045474"",""10045474"",""10045474"",""67113830""]","[""27548199"",""50954680"",""80949182"",""80949182"",""90036274"",""14577226"",""68431965"",""64880894"",""27565379"",""42110604"",""38342335"",""2857636"",""30674956"",""90512490"",""66226132""]","[""100248038"",""35261759"",""100248043"",""24224830"",""30643162"",""58169731""]",1583951905,3 years ago,,,0,Battlewasp deck 2019,"<a rel=""nofollow"" href=""https://youtu.be/329bKtBgNQ8"">https://youtu.be/329bKtBgNQ8</a>"
41012,phantom-knights-2019-41012,Phantom Knights 2019,26692769,17480,Non-Meta Decks,"[""35272499"",""35272499"",""35272499"",""293542"",""61677004"",""63821877"",""63821877"",""63821877"",""90432163"",""90432163"",""90432163"",""28637168"",""36426778"",""36426778"",""36426778"",""19353570"",""19353570"",""1475311"",""1475311"",""1475311"",""1845204"",""32807846"",""70368879"",""81439174"",""83764719"",""3298689"",""3298689"",""48976825"",""64014615"",""9336190"",""9336190"",""36247316"",""62645025"",""98431356"",""98431356"",""25542642"",""25542642"",""25542642"",""61936647"",""61936647""]","[""58528964"",""1621413"",""16195942"",""16195943"",""16195942"",""16195943"",""42160203"",""76067258"",""96592102"",""62709239"",""62709239"",""62709239"",""95992081"",""83531441"",""12219047"",""26692769"",""59934749""]","[""78661338"",""78661338"",""78661338"",""14558127"",""14558127"",""14558127"",""10045474"",""10045474"",""10045474"",""15693423"",""15693423"",""15693423"",""23002292"",""23002292"",""23002292""]",1583951905,3 years ago,,,0,Phantom Knights Deck,https://youtu.be/50SkxSNm-Z4
41015,zarc-turbo-2019-41015,Zarc Turbo 2019,13331639,17480,Fun/Casual Decks,"[""14105623"",""14105623"",""51531505"",""14920218"",""14920218"",""72714461"",""72714461"",""72714461"",""73941492"",""73941492"",""73941492"",""12289247"",""12289247"",""12289247"",""75672051"",""75672051"",""11067666"",""48461764"",""48461764"",""53842431"",""53842431"",""53842431"",""27354732"",""27354732"",""44179224"",""44179224"",""44179224"",""20409757"",""69610326"",""69610326"",""69610326"",""96227613"",""96227613"",""41620959"",""41620959"",""41620959"",""81439174"",""1475311"",""1475311"",""1475311"",""73628505"",""73628505"",""27813661"",""27813661"",""35261759"",""35261759"",""35261759"",""37469904"",""37469904"",""37469904"",""53208660"",""53208660"",""53208660""]","[""13331639"",""53262004"",""27548199"",""70771599"",""80696379"",""16691074"",""14152862"",""42160203"",""47349116"",""6983839"",""21044178"",""85289965"",""85216896"",""24094258"",""77058170""]","[""78661338"",""78661338"",""78661338"",""14558127"",""14558127"",""14558127"",""10045474"",""10045474"",""10045474"",""15693423"",""15693423"",""15693423"",""23002292"",""23002292"",""23002292""]",1583951905,3 years ago,,,0,Zarc Turbo,https://youtu.be/l5-trFN0sb4
41018,salamangreat-2019-41018,Salamangreat 2019,87871125,17480,Meta Decks,"[""56003780"",""16188701"",""16188701"",""16188701"",""20618081"",""26889158"",""26889158"",""26889158"",""52277807"",""52277807"",""52277807"",""94620082"",""94620082"",""14558127"",""14558127"",""14558127"",""59438930"",""59438930"",""53490455"",""89484053"",""94145021"",""94145021"",""25800447"",""24224830"",""24224830"",""24224830"",""43898403"",""48130397"",""52155219"",""52155219"",""52155219"",""1295111"",""10045474"",""10045474"",""10045474"",""14934922"",""40605147"",""40605147"",""51339637"",""51339637""]","[""37261776"",""90590303"",""87327776"",""87327776"",""71166481"",""85289965"",""41463181"",""41463181"",""2857636"",""87871125"",""87871125"",""87871125"",""75452921"",""14812471"",""14812471""]","[""78661338"",""78661338"",""78661338"",""14558127"",""14558127"",""14558127"",""10045474"",""10045474"",""10045474"",""15693423"",""15693423"",""15693423"",""23002292"",""23002292"",""23002292""]",1583951905,3 years ago,,,0,Salamangreat Meta Deck,https://youtu.be/MXnhqVxBQFQ
41021,dark-warrior-2019-41021,Dark Warrior 2019,59934749,17480,Non-Meta Decks,"[""28674152"",""28674152"",""54537489"",""5560911"",""5560911"",""5560911"",""9411399"",""9411399"",""65367484"",""65367484"",""14536035"",""14785765"",""28985331"",""27780618"",""27780618"",""27780618"",""85840608"",""85840608"",""85840608"",""54582424"",""54582424"",""54582424"",""56410040"",""56410040"",""56410040"",""91646304"",""9047460"",""90432163"",""90432163"",""17955766"",""17955766"",""17955766"",""36426778"",""36426778"",""33420078"",""1845204"",""1845204"",""1845204"",""32807846"",""81439174"",""83764718"",""99674361"",""24224830"",""24224830"",""24224830"",""43898403"",""43898403"",""43898403"",""9622164"",""9622164"",""9622164"",""31423101"",""34959756"",""65993085"",""71453557"",""83438826"",""71650854"",""98827725"",""25542642"",""25542642""]","[""49513164"",""27548199"",""43202238"",""2403771"",""33158448"",""50321796"",""85289965"",""55285840"",""61665245"",""38342335"",""26692769"",""2857636"",""59934749"",""4914353"",""41999284""]","[""78661338"",""78661338"",""78661338"",""14558127"",""14558127"",""14558127"",""10045474"",""10045474"",""10045474"",""15693423"",""15693423"",""15693423"",""23002292"",""23002292"",""23002292""]",1583951905,3 years ago,,,0,Dark Warriors,https://youtu.be/oA8fVimJY0A
41024,deskbot-otk-2019-41024,Deskbot OTK 2019,94693857,17480,Fun/Casual Decks,"[""25494711"",""55063751"",""55063751"",""24573625"",""97588916"",""55106249"",""55106249"",""5399521"",""5399521"",""10117149"",""10117149"",""10117149"",""22227683"",""22227683"",""22227683"",""12525049"",""12525049"",""12525049"",""75944053"",""75944053"",""75944053"",""14558127"",""14558127"",""14558127"",""59368956"",""59368956"",""59368956"",""94693857"",""58577036"",""63995093"",""63995093"",""63995093"",""83764719"",""23171610"",""24224830"",""24224830"",""73915051"",""12215894"",""12215894"",""12215894""]","[""89544521"",""33198837"",""42110604"",""10443957"",""58069384"",""31833038"",""85289965"",""61665245"",""38342335"",""2857636"",""75452921"",""3987233"",""77058170"",""98978921"",""41999284""]","[""63941210"",""36956512"",""82385847"",""82385847"",""99330325"",""99330325"",""43898403"",""43898403"",""43898403"",""10045474"",""10045474"",""10045474"",""23002292"",""23002292"",""23002292""]",1583951905,3 years ago,,,0,Deskbot OTK,https://youtu.be/FpnmMCUiR8k
41032,plant-synchro-41032,Plant Synchro,21887175,17534,Meta Decks,"[""91731841"",""70711847"",""5560911"",""52350806"",""52350806"",""52350806"",""68819554"",""31292357"",""67696066"",""43694650"",""99745551"",""99745551"",""99745551"",""59438930"",""59438930"",""59438930"",""48686504"",""48686504"",""48686504"",""61677004"",""61677004"",""35272499"",""35272499"",""35272499"",""3233859"",""67441435"",""11747708"",""84899094"",""1845204"",""83764718"",""73628505"",""99674361"",""62265044"",""62265044"",""7394770"",""24224830"",""24224830"",""24224830"",""67723438"",""53503015""]","[""3113836"",""96334243"",""63519819"",""27548199"",""63533837"",""33158448"",""64880894"",""94677445"",""33198837"",""90953320"",""50091196"",""21200905"",""99011763"",""21887175"",""74997493""]","[""55063751"",""55063751"",""55063751"",""52687916"",""50321796"",""56111151"",""45247637"",""45247637"",""45247637"",""15693423"",""15693423"",""15693423"",""23002292"",""23002292"",""23002292""]",1583951905,3 years ago,,,0,Go first rogue synchro combo deck with tons of draw and negate power.,Use plants to search fusions and make Aromaseraphy Jasmine. Utilize Jasmine with fusions to summon tuners from deck. Performages and Dangers flood the field with extra bodies for synchro and link fodder.
41037,magician-41037,magician,46986421,17535,Fun/Casual Decks,"[""83764718"",""48680970"",""47664723"",""5318639"",""71696014"",""63391643"",""63391643"",""63391643"",""21636650"",""5318639"",""2314238"",""2314238"",""2314238"",""36996508"",""36996508"",""36996508"",""22589918"",""22589918"",""44095762"",""10000020"",""7084129"",""71696014"",""71696014"",""7084129"",""44095762"",""65192027"",""85771019"",""69890967"",""69890967"",""94163677"",""94415058"",""12289247"",""98645731"",""98645731"",""79407975"",""98954106"",""97077563"",""77414722"",""77414722"",""14315573"",""81674782"",""53582587""]",,,1583951905,3 years ago,,,0,magician's upgrade,"essentially this deck is based around getting dark magician, raviel, Slifer,and rainbow dark out as quickly as possible"
41040,nordic-fiend-41040,nordic-fiend,70902743,17535,Fun/Casual Decks,"[""41788781"",""41788781"",""83764718"",""12607053"",""15286412"",""15286412"",""55154048"",""55154048"",""89792713"",""89792713"",""15394083"",""15394083"",""14677495"",""14677495"",""40666140"",""40666140"",""40975574"",""61032879"",""78161960"",""23265313"",""64203620"",""88069166"",""2333365"",""24590232"",""36750412"",""53208660"",""20409757"",""88757791"",""54343893"",""42534368"",""88283496"",""88283496"",""88283496"",""97021916"",""50433147"",""14464864"",""14464864"",""73417207"",""13708425"",""76348260"",""43422537"",""45313993"",""83133491"",""53129443""]","[""67098114"",""30604579"",""90207654"",""44508094"",""36857073"",""62242678"",""70902743"",""40529384"",""34408491"",""76774528"",""25132288"",""37910722"",""42566602"",""46947713"",""67598234""]","[""16802689"",""89818984"",""21772453"",""43413875"",""94388754"",""16024176"",""31833038"",""85289965"",""100203029"",""38342335"",""99111753"",""77058170"",""51630558"",""83764719"",""95281259""]",1583951905,3 years ago,,,0,a fun easy to use swarm deck,just your typical synchro swarm deck
