deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
189002,endymion-mythical-beast-deck-tcg-july-2021-pend-letsgo-189002,Endymion - Mythical Beast Deck (TCG JULY 2021) - PEND LETSGO,3611830,45171,Non-Meta Decks,"[""53842431"",""53842431"",""53842431"",""3611830"",""3611830"",""3611830"",""39000945"",""39000945"",""27354732"",""27354732"",""27354732"",""12289247"",""12289247"",""12289247"",""10239627"",""10239627"",""10239627"",""28570310"",""66104644"",""66104644"",""66104644"",""20409757"",""92559258"",""14824019"",""91182675"",""8487449"",""8487449"",""97631303"",""97631303"",""97631303"",""23314220"",""35261759"",""35261759"",""35261759"",""38943357"",""38943357"",""38943357"",""70368879"",""89739383"",""93946239"",""40252269"",""40252269"",""40252269"",""87769556"",""94599451"",""94599451"",""94599451"",""67775894"",""67775894"",""39910367""]","[""53262004"",""63767246"",""16691074"",""98127546"",""74997493"",""86066372"",""4280259"",""38342335"",""45819647"",""2857636"",""91336701"",""50756327"",""65741787"",""50277355"",""34755994""]","[""102380"",""102380"",""102380"",""94145021"",""94145021"",""94145021"",""18144507"",""54693926"",""54693926"",""54693926"",""8267140"",""8267140"",""8267140"",""24224830"",""23002292""]",1647023905,1 year ago,,,0,https://youtu.be/ijF6MYkmMb4,https://youtu.be/ijF6MYkmMb4
189008,icejade-189008,Icejade,440556,46423,Non-Meta Decks,"[""55151012"",""55151012"",""40916023"",""40916023"",""40916023"",""99328137"",""99328137"",""99328137"",""82777208"",""82777208"",""82777208"",""10963799"",""28762303"",""28762303"",""28762303"",""31059809"",""31059809"",""53129443"",""53129443"",""53129443"",""98804359"",""98804359"",""55343303"",""55343303"",""55343303"",""98414735"",""98414735"",""98414735"",""38761908"",""38761908"",""38761908"",""64765016"",""64765016"",""35035481"",""24903843"",""24903843"",""24903843"",""53582587"",""53582587"",""53582587""]","[""440556"",""440556"",""37279508"",""48739166"",""94942656"",""94942656"",""67557908"",""21044178"",""90809975"",""90809975"",""90809975"",""37649320"",""47910940"",""79130389"",""36346532""]","[""27204311"",""52038441"",""52038441"",""97268402"",""97268402"",""94145021"",""38814750"",""38814750"",""49036338"",""82956492"",""92519087"",""54693926"",""54693926"",""33907039"",""61740673""]",1647023905,1 year ago,,,0,It’s a neat deck,Isn’t it convenient that a bunch of aqua support got revealed in the anime package right before they released  this archetype?
189012,d-d-d-competitive-189012,D/D/D Competitive,11609969,45863,Non-Meta Decks,"[""74069667"",""74069667"",""74069667"",""83303851"",""83303851"",""59123937"",""72181263"",""46796664"",""46796664"",""33334269"",""45206713"",""45206713"",""45206713"",""72291412"",""72291412"",""72291412"",""19580308"",""19580308"",""19580308"",""11609969"",""11609969"",""11609969"",""14558127"",""14558127"",""14558127"",""46372010"",""46372010"",""46372010"",""73360025"",""1475311"",""1475311"",""1475311"",""51405049"",""51405049"",""51405049"",""51697825"",""51697825"",""81439173"",""24224830"",""2295440""]","[""74583607"",""74583607"",""16006416"",""987311"",""44852429"",""50091196"",""50954680"",""27548199"",""84664085"",""15939229"",""79559912"",""9024198"",""50277355"",""50588353"",""4280258""]","[""27204311"",""52038441"",""52038441"",""97268402"",""97268402"",""94145021"",""38814750"",""38814750"",""49036338"",""82956492"",""92519087"",""54693926"",""54693926"",""33907039"",""61740673""]",1647023905,1 year ago,,,0,"This is my D/D/D deck , you can change the deck to your own like",Make plays whit level 1 monters and use the contracts to add monsters or make fusions
189019,orcust-ogdoadic-189019,"Orcust, Ogdoadic",62383431,17793,Non-Meta Decks,"[""62405028"",""62405028"",""62405028"",""36010310"",""36010310"",""36010310"",""35998832"",""61160289"",""98787535"",""62383431"",""69811710"",""69811710"",""69811710"",""21441617"",""21441617"",""4055337"",""4055337"",""93920420"",""61901281"",""99234526"",""99745551"",""38814750"",""38814750"",""38814750"",""49036338"",""17189677"",""17189677"",""17189677"",""99266988"",""99266988"",""99266988"",""24050692"",""24050692"",""1475311"",""1475311"",""81439173"",""83764719"",""24224830"",""99674361"",""90351981""]","[""74586817"",""3040496"",""90448279"",""63767246"",""93854893"",""66547759"",""11398059"",""86066372"",""4280258"",""38342335"",""39752820"",""2857636"",""30741503"",""30741503"",""65741786""]","[""27204311"",""27204311"",""27204311"",""59438931"",""59438931"",""59438931"",""54693926"",""54693926"",""54693926"",""8267140"",""8267140"",""8267140"",""58921041"",""58921041"",""58921041""]",1647023905,1 year ago,,,0,Orcust Ogdoadic,"Orcust, Ogdoadic"
189023,icejade-189023,Icejade,3355732,33962,Non-Meta Decks,"[""3355732"",""3355732"",""3355732"",""66749546"",""55151012"",""55151012"",""55151012"",""31059809"",""31059809"",""31059809"",""99328137"",""99328137"",""99328137"",""82777208"",""39354437"",""39354437"",""39354437"",""14558128"",""14558128"",""14558128"",""55343303"",""55343303"",""55343303"",""84211599"",""84211599"",""84211599"",""7142724"",""7142724"",""7142724"",""83670388"",""24224830"",""10045474"",""10045474"",""10045474"",""53742162"",""53742162"",""38761908"",""38761908"",""94192409"",""94192409""]","[""440556"",""440556"",""67557908"",""94942656"",""94942656"",""90809975"",""90809975"",""47910940"",""5524387"",""79130389"",""79130389"",""65170459"",""65170459"",""73309655"",""23545031""]","[""27204311"",""27204311"",""27204311"",""59438931"",""59438931"",""59438931"",""54693926"",""54693926"",""54693926"",""8267140"",""8267140"",""8267140"",""58921041"",""58921041"",""58921041""]",1647023905,1 year ago,,,0,Icejade deck,.
189027,swordsoul-189027,Swordsoul,47710198,33962,Non-Meta Decks,"[""49036338"",""87052196"",""87052196"",""87052196"",""23431858"",""93490856"",""93490856"",""93490856"",""20799347"",""56495147"",""56495147"",""20001443"",""20001443"",""20001443"",""55273560"",""55273560"",""55273560"",""24557335"",""14558128"",""14558128"",""14558128"",""38814750"",""38814750"",""38814750"",""98159737"",""98159737"",""56465981"",""56465981"",""56465981"",""93850690"",""93850690"",""65124425"",""65124425"",""65124425"",""24224830"",""10045474"",""10045474"",""10045474"",""14821890"",""14821890""]","[""96633955"",""84815190"",""84815190"",""47710198"",""9464441"",""5041348"",""69248256"",""69248256"",""83755611"",""43202238"",""23935886"",""78917791"",""32519092"",""32519092"",""32519092""]","[""27204311"",""27204311"",""27204311"",""59438931"",""59438931"",""59438931"",""54693926"",""54693926"",""54693926"",""8267140"",""8267140"",""8267140"",""58921041"",""58921041"",""58921041""]",1647023905,1 year ago,1663007905,6 months ago,0,Swordsoul Deck,<p>Write your deck strategy here....</p>
189031,xiangjian-new-archetype-2021-189031,XIANGJIAN New Archetype 2021,62849088,10628,Non-Meta Decks,"[""62849088"",""62849088"",""62849088"",""29884951"",""29884951"",""29884951"",""93490856"",""93490856"",""93490856"",""56495147"",""56495147"",""56495147"",""20001443"",""20001443"",""20001443"",""14558127"",""14558127"",""14558127"",""73642296"",""73642296"",""73642296"",""35261759"",""35261759"",""35261759"",""75500286"",""56465981"",""56465981"",""56465981"",""93850690"",""93850690"",""93850690"",""10045474"",""10045474"",""20899496"",""20899496"",""20899496"",""78836195"",""14821890"",""14821890"",""14821890""]","[""96633955"",""96633955"",""96633955"",""84815190"",""84815190"",""87188910"",""5041348"",""69248256"",""69248256"",""69248256"",""83755611"",""43202238"",""2857636"",""75452921"",""78917791""]","[""27204311"",""27204311"",""27204311"",""54693926"",""54693926"",""54693926"",""65124425"",""65124425"",""65124425"",""24299458"",""24299458"",""24299458"",""51684157"",""51684157"",""51684157""]",1647023905,1 year ago,,,1,Xiangjian deck by YGO Lite,https://www.youtube.com/watch?v=0GxHhEbHXiY
189035,xiangjian-189035,Xiangjian,78917791,57700,Non-Meta Decks,"[""29884951"",""93490856"",""93490856"",""93490856"",""56495147"",""56495147"",""56495147"",""20001443"",""20001443"",""20001443"",""87052196"",""87052196"",""87052196"",""98159737"",""98159737"",""14558128"",""14558128"",""14558128"",""73642296"",""73642296"",""83764719"",""24224830"",""70368879"",""35261759"",""35261759"",""35261759"",""65124425"",""56465981"",""56465981"",""56465981"",""23068051"",""23068051"",""10045474"",""10045474"",""10045474"",""41420027"",""41420027"",""41420027"",""40605147"",""61740673""]","[""42632209"",""40139997"",""96633955"",""96633955"",""84815190"",""92519087"",""3322931"",""9464441"",""5041348"",""69248256"",""83755611"",""43202238"",""23935886"",""78917791"",""32519092""]","[""42703248"",""42703248"",""42703248"",""81385346"",""81385346"",""22046459""]",1647023905,1 year ago,,,0,new meta? i think so!,"new meta? i think so! <div class=""QFw9Te""> <div class=""hlJJmd""> <div class=""Bmcqed""> <div data-id=""kvLWu""></div> </div> </div> </div>"
189045,week-8-189045,week 8,73580472,62381,Fun/Casual Decks,"[""53152590"",""53152590"",""97021916"",""21454943"",""83602069"",""83602069"",""26157485"",""26157485"",""32807846"",""32807846"",""32807846"",""43422537"",""83764718"",""95281259"",""95281259"",""95281259"",""5052212"",""5052212"",""5318639"",""70046172"",""79068663"",""79068663"",""79068663"",""29401950"",""80987696"",""60082869"",""60082869"",""60410769"",""60410769"",""63018132"",""63018132"",""63018132"",""79979666"",""79979666"",""10375182"",""4041838"",""4041838"",""4041838"",""67270095"",""78193831""]","[""44508094"",""73580471"",""73580471"",""19974580"",""45379225""]","[""42703248"",""42703248"",""42703248"",""81385346"",""81385346"",""22046459""]",1647023905,1 year ago,,,0,week 8,week 8
189049,xiangjian-new-archetype-july-2021-189049,Xiangjian New Archetype (July 2021),23431858,50577,Non-Meta Decks,"[""23431858"",""29884951"",""93490856"",""93490856"",""93490856"",""62849088"",""62849088"",""56495147"",""56495147"",""56495147"",""20001443"",""20001443"",""20001443"",""14558128"",""14558128"",""14558128"",""73642296"",""73642296"",""98159737"",""35261759"",""35261759"",""35261759"",""65124425"",""70368879"",""83764719"",""56465981"",""56465981"",""56465981"",""93850690"",""24224830"",""15305240"",""15305240"",""15305240"",""10045474"",""10045474"",""23068051"",""23068051"",""40605147"",""40605147"",""40605147""]","[""23935886"",""78917791"",""32519092"",""42632209"",""40139997"",""96633955"",""96633955"",""84815190"",""92519087"",""3322931"",""9464441"",""5041348"",""69248256"",""83755611"",""43202238""]","[""101106072"",""101106072"",""101106072"",""101106073"",""101106073"",""101106073"",""5402805"",""61740673""]",1647023905,1 year ago,,,0,Xiangjian New Archetype (July 2021) ,Xiangjian New Archetype (July 2021)
