deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
173898,deck-1-project-w-b-173898,Deck 1 - Project w B,28279543,60746,Non-Meta Decks,"[""28279543"",""28279543"",""10202894"",""10202894"",""1784619"",""71407486"",""85639257"",""85639257"",""85639257"",""32452818"",""32452818"",""32452818"",""45042329"",""45042329"",""98818516"",""98818516"",""98818516"",""76184692"",""76184692"",""76184692"",""43500484"",""43500484"",""75376965"",""75376965"",""32864"",""32864"",""32864"",""53375573"",""90357090"",""90357090"",""22910685"",""22910685"",""22910685"",""50913601"",""50913601"",""59197169"",""82542267"",""55144522"",""51482758"",""83887306""]","[""9293977"",""9293977"",""17881964"",""17881964"",""54541900"",""54541900"",""37421579"",""37421579"",""58528964"",""1641882""]","[""46232525"",""46232525"",""46232525"",""46173679"",""46173679"",""46173679"",""83764719"",""48800175"",""14152862"",""84764038"",""55878039"",""14536035"",""61391302"",""73445448""]",1647023905,1 year ago,,,0,Terrible deck from LOB against B,Garbage deck
173894,rex-godwin-deck-173894,Rex Godwin Deck,41181774,59892,Anime Decks,"[""41181774"",""45836982"",""45836982"",""71821687"",""71821687"",""17315396"",""17315396"",""42280216"",""42280216"",""42280216"",""38480590"",""67987302"",""31812496"",""78275321"",""78275321"",""5763020"",""5763020"",""78552773"",""78552773"",""91468551"",""47529357"",""44710391"",""44710391"",""4031928"",""674561"",""53129443"",""64187086"",""83764719"",""67169062"",""14087893"",""97077563"",""70109009"",""49010598"",""41420027"",""84749824"",""45133463"",""18739764"",""56856951"",""44095762"",""82340056""]","[""39823987"",""39823987"",""66818682"",""66818682""]","[""46232525"",""46232525"",""46232525"",""46173679"",""46173679"",""46173679"",""83764719"",""48800175"",""14152862"",""84764038"",""55878039"",""14536035"",""61391302"",""73445448""]",1647023905,1 year ago,,,1,Rex Godwin Deck,Rex Godwin Deck
173890,lair-of-darkness-new-support-2021-173890,LAIR OF DARKNESS New support 2021,59160188,10628,Non-Meta Decks,"[""50383626"",""50383626"",""50383626"",""41002238"",""41002238"",""41002238"",""86377375"",""86377375"",""86377375"",""28985331"",""97526666"",""97526666"",""12766474"",""12766474"",""23898021"",""23898021"",""23898021"",""14558127"",""14558127"",""14558127"",""43040603"",""43040603"",""43040603"",""48800175"",""48800175"",""73628505"",""84211599"",""84211599"",""59160188"",""59160188"",""59160188"",""4931121"",""4931121"",""20899496"",""20899496"",""54974237"",""54974237"",""59919307"",""59919307"",""89208725""]","[""98127546"",""21887175"",""74997493"",""4280258"",""38342335"",""2857636"",""75452921"",""71384012"",""71384012"",""13117073"",""13117073"",""13117073"",""65741786"",""65741786"",""98978921""]","[""4918855"",""4918855"",""4918855"",""71197066"",""71197066"",""25643346"",""25643346"",""25643346"",""32302078"",""32302078"",""1475311"",""1475311"",""80584548"",""80584548"",""80584548""]",1647023905,1 year ago,,,2,Lair of Darkness deck by YGO Lite,https://www.youtube.com/watch?v=p83Hf5AbBBE
173886,greiger-dark-signer-deck-173886,Greiger Dark signer deck,69931927,59892,Anime Decks,"[""69931927"",""16898077"",""25551951"",""89493368"",""89493368"",""89493368"",""70050374"",""70050374"",""40634253"",""26302522"",""52286175"",""52286175"",""52286175"",""15175429"",""15175429"",""15175429"",""53828396"",""8233522"",""88671720"",""70054514"",""34659866"",""85562745"",""31828916"",""98864751"",""80921533"",""78811937"",""674561"",""64187086"",""71044499"",""67196946"",""73628505"",""23171610"",""97077563"",""49511705"",""79852326"",""5562461"",""67095270"",""41234315"",""82340056"",""56120475""]","[""66698383"",""67904682"",""32646477""]","[""4918855"",""4918855"",""4918855"",""71197066"",""71197066"",""25643346"",""25643346"",""25643346"",""32302078"",""32302078"",""1475311"",""1475311"",""80584548"",""80584548"",""80584548""]",1647023905,1 year ago,,,0,Greiger Dark signer deck,Greiger Dark signer deck
173879,ogdoadic-173879,Ogdoadic,97565997,33742,Non-Meta Decks,"[""36010310"",""36010310"",""36010310"",""62405028"",""62405028"",""62405028"",""98787535"",""62383431"",""61160289"",""97565997"",""99234526"",""61901281"",""90488465"",""55878038"",""86120751"",""86120751"",""86120751"",""73642296"",""73642296"",""73642296"",""46986414"",""74677422"",""6172122"",""99266988"",""99266988"",""99266988"",""81439173"",""24050692"",""24050692"",""24050692"",""17189677"",""17189677"",""17189677"",""73628505"",""47679935"",""47679935"",""47679935"",""74063034"",""24299458"",""24299458"",""24299458""]","[""97300502"",""13529466"",""75286621"",""37818794"",""21044178"",""93854893"",""11398059"",""57314798"",""63767246"",""28400508"",""3828844"",""9349094"",""34755994"",""70369116"",""8602351""]","[""4918855"",""4918855"",""4918855"",""71197066"",""71197066"",""25643346"",""25643346"",""25643346"",""32302078"",""32302078"",""1475311"",""1475311"",""80584548"",""80584548"",""80584548""]",1647023905,1 year ago,,,0,One shot your opponent,One shot your opponent
173871,parasitic-fusion-173871,Parasitic Fusion,37542782,57700,Non-Meta Decks,"[""41230939"",""77625948"",""3019642"",""5370235"",""5370235"",""5370235"",""45078193"",""45078193"",""45078193"",""82562802"",""82562802"",""82562802"",""23893227"",""23893227"",""23893227"",""1142880"",""79875526"",""14558127"",""14558127"",""14558127"",""76218313"",""24224830"",""65681983"",""65681983"",""65681983"",""37630732"",""37630732"",""3659803"",""60600126"",""60600126"",""63031396"",""63031396"",""64753988"",""64753988"",""64753988"",""1157683"",""1157683"",""10045474"",""10045474"",""10045474""]","[""37542782"",""37542782"",""18967507"",""40418351"",""1546123"",""1546123"",""87116928"",""79229522"",""84058253"",""80532587"",""90448279"",""58069384"",""28912357"",""46724542"",""70369116""]","[""94145021"",""94145021"",""94145021"",""18144507"",""43898403"",""43898403"",""43898403"",""14532163"",""14532163"",""24299458"",""24299458"",""24299458"",""41420027"",""41420027"",""41420027""]",1647023905,1 year ago,,,0,CYBERDARK END DRAGON ... way too complicated,"<span>Das Ziel des Decks ist Cyberdark End Dragon möglichst im ersten Zug auf das Feld zu bekommen. Das funktioniert mit Cyber Dragon Core + Cyberdark Claw. Diese zwei auf der Starthand ergeben den End Drache. Aber auch nur dann, wenn man keine Handtraps abbekommt. Hier kommen wir auch schon zur größten Schwäche des Decks.</span> <span>Handtraps, die den Combos-Aufbau des Decks stören. Sobald man eine Handtrap kassiert, ist meist Schluss mit dem Zug und der End Drache kommt nicht auf das Feld.</span> <span>Es fehlt dem Deck halt auch mit seiner enormen Seachpower immer noch an Konstanz. Eventuell kommt im laufe der Zeit ja noch Ersatz für Horn, Edge, Keel.</span> <span>Oder sogar ein neues Fusionsmonster. (Gedankenspiele wie ""3xCyberdark Monster"" oder ""1xCyberdark Maschine + 1xCyberdark Drache Monster"") Es könnte ja nur den Simplen Effekt haben, den Cyber End Drache aus dem Extra-Deck an sich auszurüsten. Das würde die Beschwörung des Dark End beschleunigen und wäre auch nicht broken, da Dark End es ebenfalls nicht ist. Naja träumen kann man ja noch....</span>  <span>Searchpower: Cyberdark  Chimera, Cyberdark Cannon, Cyberdark Claw, Cyberdark World, Cybernetic Horizon, Cyber Dragon Core, Cyber Emergency</span>  <span>Useless: Cyberdark Horn, Cyberdark Edge, Cyberdark Keel</span>  <span>-Dragon Buster für Lockdown</span>  <span>-Crossout Designator &amp; Called um den Combo Ablauf zu sichern</span>  <span><span>-Ash Blossom  &amp; Impermanence um den Gegner zu stören und auch als Ziel für Crossout Designator </span><span>(Droll &amp; Lock Bird im Side, da dieser auch dem Deck extrem schadet)</span></span>  <span>-Attachment Cybern + Cyberdark Invasion sind eine schöne Combi um immer wieder Cyberdarkness auf das Feld zu schmeißen und 2-3 Negates zu haben</span>  <span>-Gear Gigant X ist für einen Search und Zeus</span>  <span>-Cyber Dragon Nova gegen Dogmatika Maximus (Mechaba war auch eine Idee, nur der Platz fehlt)</span>  <span>- Feather Duster, Twin Twister, und Lightning Storm sind für die bösen -nicht aktiven Effekte- da. (Mystic Mine, Skill Drain oder auch Macro Cosmos (wobei man die ersten beiden mit Cyberdark Invasion schießen kann, bei Macro Cosmos klappt das nicht da man die ausgerüstete Karte in den Friedhof befördern muss))</span>  <span><strong>Fazit:</strong></span>  <span>Ich habe mir schon immer guten Support für Cyberdark gewünscht und hatte viel Hoffnung für das Structure Deck. Letzten Endes wurde daraus ein mehr oder weniger Spielbares Fun-Deck. Immerhin. Ein bisschen mehr liebe so wie bei dem &gt;Utopia Structure Deck&lt; würde dem Cyberdark Thema noch sehr gut tun. Mal schauen was die Zukunft uns noch bringt.</span>  &nbsp;    &nbsp;    &nbsp;"
173867,mountain-high-173867,Mountain High,50913601,60956,Non-Meta Decks,"[""39111158"",""10202894"",""1784619"",""1784619"",""1784619"",""36304921"",""36304921"",""36304921"",""72842870"",""72842870"",""72842870"",""45042329"",""45042329"",""45042329"",""55444629"",""55444629"",""2863439"",""2863439"",""80770678"",""80770678"",""80770678"",""22910685"",""22910685"",""11868825"",""12580477"",""38199696"",""46130346"",""46130346"",""46130346"",""50913601"",""50913601"",""51267887"",""53129443"",""63102017"",""76103675"",""76103675"",""98252586"",""98252586"",""4206964"",""4206964""]","[""9293977"",""95952802"",""95952802"",""95952802"",""17881964"",""54541900"",""70681994"",""37421579"",""58528964"",""1641882"",""58528964""]","[""51482758"",""51482758"",""51482758"",""82542267"",""82542267"",""82542267"",""50045299"",""50045299""]",1647023905,1 year ago,,,0,Just doing a progression series with friends.  This is my starting deck.,Just doing a progression series with friends.  This is my starting deck.
173859,zoodiac-pure-173859,Zoodiac pure,48905153,54624,Non-Meta Decks,"[""77150143"",""77150143"",""77150143"",""31755044"",""31755044"",""31755044"",""4145852"",""4145852"",""4145852"",""78872731"",""4367330"",""14558127"",""14558127"",""14558127"",""94145021"",""94145021"",""94145021"",""97268402"",""97268402"",""97268402"",""62849088"",""62849088"",""62849088"",""57103969"",""57103969"",""57103969"",""46060017"",""35261759"",""35261759"",""35261759"",""8267140"",""8267140"",""8267140"",""40605147"",""40605147"",""40605147"",""10045474"",""10045474"",""10045474"",""30241314""]","[""65305468"",""26973555"",""11510448"",""11510448"",""14970113"",""14970113"",""41375811"",""41375811"",""74393852"",""74393852"",""48905153"",""39317553"",""90448279"",""90448279"",""97661969""]","[""27204311"",""27204311"",""27204311"",""34267821"",""34267821"",""34267821"",""82385847"",""81674782"",""18144507"",""58921041"",""58921041"",""58921041"",""41420027"",""41420027"",""41420027""]",1647023905,1 year ago,,,0,Zoodiac pure with Sword Master,https://www.youtube.com/watch?v=kuS69qpRXNg
173855,pure-gaia-the-fierce-knight-deck-173855,Pure Gaia the Fierce Knight Deck,6368039,60950,Non-Meta Decks,"[""73628505"",""12580477"",""83764719"",""49328340"",""49328340"",""38590361"",""38590361"",""38590361"",""95286165"",""76647978"",""71490127"",""71490127"",""2106266"",""2106266"",""2106266"",""40089744"",""40089744"",""40089744"",""56461575"",""56461575"",""29477860"",""29477860"",""6368038"",""28279543"",""34130561"",""34130561"",""34130561"",""50354944"",""50354944"",""50354944"",""61525276"",""61525276"",""61525276"",""7241272"",""48048590"",""48048590"",""48048590"",""7913375"",""7913375"",""7913375""]","[""72064891"",""72064891"",""72064891"",""2519690"",""2519690"",""2519690"",""15989522"",""15989522"",""15989522"",""99267150"",""99267150"",""10669138"",""10669138"",""2857636"",""2857636""]","[""27204311"",""27204311"",""27204311"",""34267821"",""34267821"",""34267821"",""82385847"",""81674782"",""18144507"",""58921041"",""58921041"",""58921041"",""41420027"",""41420027"",""41420027""]",1647023905,1 year ago,,,0,Pure Gaia the Fierce Knight deck for casual duels.,summon the big boy fusion monsters with the big boy fusion spells.
173851,dimensional-dragons-ldd-173851,Dimensional Dragons (LDD),14105623,53397,Non-Meta Decks,"[""14105623"",""96733134"",""16178681"",""16178681"",""93149655"",""93149655"",""59762399"",""21250202"",""21250202"",""40318957"",""40318957"",""73511233"",""73511233"",""67754901"",""67754901"",""88935103"",""88935103"",""86157908"",""86157908"",""16617334"",""23851033"",""37469904"",""37469904"",""48144509"",""73628505"",""73628505"",""82768499"",""82768499"",""83461421"",""83461421"",""96598015"",""16494704"",""60434189"",""60434189"",""27813661"",""27813661"",""77826734"",""77826734"",""15582767"",""42378577"",""42378577""]","[""49820233"",""41209827"",""43387895"",""53262004"",""70771599"",""80696379"",""82044280"",""16691074"",""16195942"",""16195943"",""42160203""]","[""27204311"",""27204311"",""27204311"",""34267821"",""34267821"",""34267821"",""82385847"",""81674782"",""18144507"",""58921041"",""58921041"",""58921041"",""41420027"",""41420027"",""41420027""]",1647023905,1 year ago,,,0,The Dimensional Dragons deck from the Legendary Dragons box,Idk
173847,scrap-crystron-173847,Scrap Crystron,29838323,40079,Non-Meta Decks,"[""87074380"",""69838761"",""51617185"",""50863093"",""82012319"",""3422200"",""3422200"",""3422200"",""55326322"",""55326322"",""80529459"",""80529459"",""80529459"",""29838323"",""29838323"",""29838323"",""83443619"",""83443619"",""4334811"",""4334811"",""4334811"",""66938505"",""56049970"",""20050865"",""93665266"",""47325505"",""47325505"",""47325505"",""86852702"",""86852702"",""86852702"",""1050684"",""1050684"",""1050684"",""24224830"",""52176579"",""99274184"",""62487836"",""62487836"",""62487836""]","[""21123811"",""13455674"",""2743001"",""5772618"",""27548199"",""68431965"",""76359406"",""39964797"",""39964797"",""81846453"",""38342335"",""22423493"",""47363932"",""50588353"",""65741786""]","[""27204311"",""27204311"",""27204311"",""34267821"",""34267821"",""34267821"",""82385847"",""81674782"",""18144507"",""58921041"",""58921041"",""58921041"",""41420027"",""41420027"",""41420027""]",1647023905,1 year ago,,,5,Did you know that Noodl was part of an archetype ,Really cool machine deck. I was reading their effects for my previous abomination and thought they were neat.
173839,dragon-link-173839,dragon link,3040496,6376,Non-Meta Decks,"[""27204311"",""27204311"",""27204311"",""88264978"",""67748760"",""70333910"",""70333910"",""61901281"",""89172051"",""15381421"",""15381421"",""15381421"",""99234526"",""68464358"",""68464358"",""5969957"",""14558127"",""14558127"",""14558127"",""26577155"",""26577155"",""26577155"",""59755122"",""14983497"",""93969023"",""48355999"",""48355999"",""25311006"",""25311006"",""25311006"",""73628505"",""99266988"",""99266988"",""99266988"",""31443476"",""31443476"",""31443476"",""87571563"",""87571563"",""87571563"",""60004971"",""36668118"",""62265044""]","[""9753964"",""3040496"",""27548199"",""50954680"",""34116027"",""4280258"",""50588353"",""11969228"",""29296344"",""24361622"",""24361622"",""13143275"",""73539069"",""73539069"",""86148577""]",,1647023905,1 year ago,,,4,dragon link w/ remus,dragon link w/ remus
