deck_num,pretty_url,deck_name,cover_card,userid,format,main_deck,extra_deck,side_deck,ts_submit_date,submit_date,ts_edit_date,edit_date,comments,deck_excerpt,deck_description
9990,thousand-eyes-via-roboshmeckle-v0-1-9990,Thousand Eyes (via Roboshmeckle) V0.1,27125110,5027,Non-Meta Decks,"[""27125110"",""27125110"",""64631466"",""64631466"",""64631466"",""12580477"",""18511384"",""26902560"",""26902560"",""27847700"",""27847700"",""83764719"",""83764719"",""41426869"",""41426869"",""41426869"",""44095762"",""98427577"",""98427577"",""35346968"",""35346968"",""40605147"",""84749824"",""95492061"",""95492061"",""95492061"",""41628550"",""41628550"",""65240384"",""32012841"",""32012841"",""28859794"",""28859794"",""28859794"",""43250041"",""43250041"",""88696724"",""88696724"",""88696724"",""19665973""]","[""63519819"",""63519819""]","[""24508238"",""24508238"",""24508238"",""14558127"",""14558127"",""14558127"",""23434538"",""83326048"",""83326048"",""83326048"",""92512625"",""92512625"",""13974207"",""13974207"",""13974207""]",1520879905,5 years ago,,,0,"Basically, The deck focuses on Relinquished/Thousand eyes restrict. Shield Wing/Big shield gardna/Millennium shield/Blue brawler are used as defence t","Basically, The deck focuses on Relinquished/Thousand eyes restrict. Shield Wing/Big shield gardna/Millennium shield/Blue brawler are used as defence to hold out until you have the cards to get Thousand Eyes."
9978,world-championship-2017-deck-9978,World Championship 2017 Deck,18940556,5027,World Championship Decks,"[""18940556"",""96746083"",""96746083"",""30539496"",""30539496"",""30539496"",""93332803"",""30106950"",""30106950"",""38572779"",""38572779"",""38572779"",""44335251"",""44335251"",""44335251"",""66500065"",""14558127"",""14558127"",""14558127"",""36042004"",""36042004"",""36042004"",""82946847"",""82946847"",""23434538"",""80727721"",""80727721"",""61488417"",""17183908"",""47325505"",""47325505"",""47325505"",""73628505"",""73628505"",""8267140"",""8267140"",""8267140"",""13035077"",""17228908"",""57831349""]","[""8561192"",""52687916"",""9348522"",""74586817"",""83755611"",""43202238"",""73580471"",""42110604"",""65536818"",""65536818"",""79606837"",""88581108"",""95113856"",""74294676"",""82633039""]","[""55063751"",""55063751"",""67750322"",""67750322"",""67750322"",""43898403"",""43898403"",""43898403"",""31849106"",""31849106"",""29549364"",""29549364"",""40605147"",""40605147"",""84749824""]",1520879905,5 years ago,,,0,World Championship 2017 Deck – Dino YZ,World Championship 2017 Deck – Dino YZ
9950,world-chalice-via-benmysticallight-v0-1-9950,World Chalice (via BenMysticalLight) V0.1,58400390,5027,Non-Meta Decks,"[""58400390"",""58400390"",""58400390"",""22916281"",""22916281"",""22916281"",""39552864"",""39552864"",""39552864"",""95511642"",""95511642"",""95511642"",""9929398"",""57288708"",""57288708"",""57288708"",""85138716"",""64734921"",""64734921"",""64734921"",""21893603"",""21893603"",""21893603"",""84899094"",""84899094"",""911883"",""911883"",""911883"",""1033312"",""1033312"",""30531525"",""30531525"",""81439173"",""97648103"",""97648103"",""8267140"",""8267140"",""67723438"",""61740673"",""40605147""]","[""6983839"",""90590303"",""5043010"",""67598234"",""30194529"",""32617464"",""4709881"",""77610772"",""77610772"",""28776350"",""79016563"",""98978921"",""98978921"",""31226177"",""31226177""]","[""55063751"",""55063751"",""67750322"",""67750322"",""67750322"",""43898403"",""43898403"",""43898403"",""31849106"",""31849106"",""29549364"",""29549364"",""40605147"",""40605147"",""84749824""]",1520879905,5 years ago,,,0,A Link Format World Chalice deck.,A Link Format World Chalice deck.
9931,pinguins-via-flyingtarzan-v0-1-9931,Pinguins (via FlyingTarzan) V0.1,5628232,5027,Non-Meta Decks,"[""5628232"",""5628232"",""5628232"",""6836211"",""6836211"",""6836211"",""18318842"",""18318842"",""40916023"",""40916023"",""81306586"",""81306586"",""81306586"",""90303176"",""90303176"",""32623004"",""32623004"",""41386308"",""93920745"",""93920745"",""93920745"",""23434538"",""23434538"",""97268402"",""97268402"",""1845204"",""1845204"",""1845204"",""5288597"",""5288597"",""5288597"",""12580477"",""22123627"",""22123627"",""81439173"",""43898403"",""43898403"",""2055403"",""29401950"",""84749824""]","[""17412721"",""80516007"",""88033975"",""440556"",""37279508"",""48739166"",""25853045"",""82633039"",""581014"",""21044178"",""21044178"",""12014404"",""6511113"",""31320433"",""61307542""]",,1520879905,5 years ago,,,0,March of the Penguins. Literally.,March of the Penguins. Literally.
9907,twilightsworn-cotd-via-duel-entertainment-v0-1-9907,Twilightsworn COTD (via Duel Entertainment) V0.1,19959563,5027,Non-Meta Decks,"[""19959563"",""57774843"",""72989439"",""58996430"",""58996430"",""65367484"",""55623480"",""77558536"",""77558536"",""77558536"",""10071151"",""10071151"",""22624373"",""67696066"",""51858306"",""25259669"",""25259669"",""1833916"",""73176465"",""56166150"",""56166150"",""56166150"",""95503687"",""95503687"",""95503687"",""67441435"",""691925"",""691925"",""691925"",""1475311"",""24037702"",""24037702"",""32807846"",""54447022"",""58577036"",""81439173"",""94886282"",""94886282"",""74003290"",""78474168""]","[""52687916"",""74586817"",""44508094"",""4779823"",""73580471"",""33198837"",""56832966"",""84013237"",""30100551"",""30100551"",""581014"",""95992081"",""83531441"",""67598234"",""1861629""]",,1520879905,5 years ago,,,0,Twilightsworn deck post Code of the Duelist.,Twilightsworn deck post Code of the Duelist.
9888,exodd-otk-via-rabi-v0-1-9888,Exodd OTK (via Rabi) V0.1,55737443,5027,Non-Meta Decks,"[""55737443"",""40659562"",""45159319"",""45159319"",""45159319"",""52323207"",""52323207"",""52323207"",""12467005"",""14309486"",""14309486"",""2326738"",""2326738"",""2326738"",""25773409"",""23434538"",""83715234"",""83715234"",""52097679"",""52097679"",""35059553"",""14087893"",""98645731"",""98645731"",""98645731"",""14289852"",""60930169"",""60930169"",""60930169"",""21598948"",""21598948"",""20781762"",""20781762"",""40838625"",""40838625"",""39537362"",""24348804"",""24348804"",""50243722"",""50243722""]","[""46871387"",""46871387""]",,1520879905,5 years ago,,,0,"Use the power Exxod, Master of The Guard of along with other powerful Rock monsters and trap cards to OT","Use the power <a data-name=""Exxod, Master of The Guard"">Exxod, Master of The Guard</a> of along with other powerful Rock monsters and trap cards to OTK your opponent."
9876,synchro-king-revolution-via-dueling-demon-v0-1-9876,Synchro King Revolution (via Dueling Demon) V0.1,19665973,5027,Non-Meta Decks,"[""19665973"",""92676637"",""2295440"",""2295440"",""674561"",""674561"",""23571046"",""23571046"",""23571046"",""78161960"",""43898403"",""97268402"",""9742784"",""36643046"",""36643046"",""48976825"",""19642774"",""38491199"",""94634433"",""18964575"",""28859794"",""63977008"",""63977008"",""63977008"",""96363153"",""96363153"",""57421866"",""57421866"",""51405049"",""74519184"",""53855409"",""27503418"",""27750191"",""95281259"",""81439173"",""67270095"",""21142671"",""41097056"",""20932152"",""36484016""]","[""1861629"",""74860293"",""60800381"",""37993923"",""64880894"",""44508094"",""37675907"",""67556500"",""16172067"",""81020646"",""25862681"",""80666118"",""24696097"",""73580471"",""14017402""]",,1520879905,5 years ago,,,0,Synchro Summon and Strike.,Synchro Summon and Strike.
9848,true-zoo-via-ddd-phoenix-v0-1-9848,True Zoo (via DDD Phoenix) V0.1,75195825,5027,Meta Decks,"[""75195825"",""75195825"",""75195825"",""69512157"",""57761191"",""96746083"",""94160895"",""30539496"",""82321037"",""21377582"",""34079868"",""58984738"",""94982447"",""22499034"",""95004025"",""7127502"",""7127502"",""7127502"",""92746535"",""77150143"",""31755044"",""20155904"",""20155904"",""4367330"",""4367330"",""4145852"",""4145852"",""78872731"",""78872731"",""87765315"",""46060017"",""46060017"",""46060017"",""49430782"",""75425320"",""675319"",""675319"",""13035077"",""73881652"",""73881652"",""73881652"",""35125879"",""35125879"",""35125879"",""61529473"",""98918572"",""98918572"",""98918572""]","[""88581108"",""88581108"",""88581108"",""11510448"",""11510448"",""14970113"",""14970113"",""41375811"",""41375811"",""48905153"",""48905153"",""74393852"",""74393852"",""85115440"",""85115440""]",,1520879905,5 years ago,,,0,A True Zoodiac meta deck. There's not much to say here I've not fully tested this deck.,A True Zoodiac meta deck. There's not much to say here I've not fully tested this deck.
9812,lightsworn-via-marco-v0-1-9812,Lightsworn (via Marco) V0.1,57774843,5027,Non-Meta Decks,"[""57774843"",""57774843"",""57774843"",""72989439"",""44330098"",""9596126"",""58996430"",""58996430"",""59019082"",""59019082"",""96235275"",""22624373"",""22624373"",""44178886"",""7183277"",""7183277"",""95503687"",""95503687"",""95503687"",""21502796"",""21502796"",""691925"",""94886282"",""94886282"",""691925"",""691925"",""53129443"",""74848038"",""74848038"",""44095762"",""38737148"",""71564252"",""37742478"",""52823314"",""4906301"",""85087012"",""85087012"",""77558536"",""77558536"",""77558536""]","[""27315304"",""76774528"",""44508094"",""97204936"",""19974580"",""26593852"",""84013237"",""56832966"",""78156759"",""69610924""]",,1520879905,5 years ago,,,0,Just try to send 4 lightsworn to graveyard and summon judgment dragon ( if they have different names) or lightray ( it need only 4 light monster in gr,Just try to send 4 lightsworn to graveyard and summon judgment dragon ( if they have different names) or lightray ( it need only 4 light monster in graveyard).
9797,tellarknight-link-via-jqlifice-v0-1-9797,Tellarknight Link (via JQLIFICE) V0.1,1050186,5027,Non-Meta Decks,"[""1050186"",""1050186"",""2273734"",""2273734"",""2273734"",""75878039"",""75878039"",""75878039"",""38667773"",""38667773"",""14558127"",""14558127"",""59438930"",""59438930"",""23434538"",""32807846"",""54447022"",""81439173"",""18205590"",""18205590"",""43898403"",""43898403"",""43898403"",""2055403"",""29401950"",""29616929"",""24348804"",""24348804"",""24348804"",""39122311"",""58921041"",""58921041"",""58921041"",""97077563"",""97077563"",""97077563"",""40605147"",""40605147"",""40605147"",""84749824""]","[""9272381"",""56832966"",""64414267"",""56638325"",""84013237"",""26329679"",""42589641"",""42589641"",""6983839"",""82633039"",""73289035"",""581014"",""21044178"",""63504681"",""6511113""]","[""13974207"",""13974207"",""13974207"",""37742478"",""37742478"",""94145021"",""94145021"",""94145021"",""2055403"",""29616929"",""29616929"",""83326048"",""83326048"",""83326048"",""61740673""]",1520879905,5 years ago,,,0,Build Rafflesia/ Tornado Dragon (using foolish+altair/ deneb+skybridge/ vega+ any tellar monster) set 3 let your opponent come at the backrow.,Build Rafflesia/ Tornado Dragon (using foolish+altair/ deneb+skybridge/ vega+ any tellar monster) set 3 let your opponent come at the backrow.
